"Feature_ID","Symbol"
"P3H4","P3H4"
"ST6GALNAC2","ST6GALNAC2"
"PDLIM5","PDLIM5"
"TRIM3","TRIM3"
"ERLIN1","ERLIN1"
"HEXIM1","HEXIM1"
"SPAG5","SPAG5"
"RBCK1","RBCK1"
"STAMBP","STAMBP"
"TGOLN2","TGOLN2"
"CENPE","CENPE"
"ARID3B","ARID3B"
"POLR3F","POLR3F"
"POLR3G","POLR3G"
"POLR3C","POLR3C"
"IVNS1ABP","IVNS1ABP"
"TRIM16","TRIM16"
"MYL12A","MYL12A"
"TXNIP","TXNIP"
"TAF6L","TAF6L"
"CENPF","CENPF"
"PDPN","PDPN"
"POSTN","POSTN"
"ATP5MG","ATP5MG"
"RASL10A","RASL10A"
"GAS2L1","GAS2L1"
"RAD51AP1","RAD51AP1"
"RGS14","RGS14"
"LEFTY1","LEFTY1"
"EXOC5","EXOC5"
"NPRL2","NPRL2"
"IGF2BP1","IGF2BP1"
"IGF2BP3","IGF2BP3"
"IGF2BP2","IGF2BP2"
"CAMKK2","CAMKK2"
"SCGB1D2","SCGB1D2"
"SCGB1D1","SCGB1D1"
"PRELID3A","PRELID3A"
"MTX2","MTX2"
"YKT6","YKT6"
"SPINT2","SPINT2"
"PMVK","PMVK"
"DMRT2","DMRT2"
"KHDRBS3","KHDRBS3"
"KHDRBS1","KHDRBS1"
"CELF1","CELF1"
"CELF2","CELF2"
"CES1","CES1"
"LBX1","LBX1"
"KLF1","KLF1"
"CXCR6","CXCR6"
"CTCF","CTCF"
"TSBP1","TSBP1"
"CD226","CD226"
"FARS2","FARS2"
"CGRRF1","CGRRF1"
"CGREF1","CGREF1"
"RRAGA","RRAGA"
"DCTN6","DCTN6"
"GNA13","GNA13"
"TNFSF13B","TNFSF13B"
"CSPG5","CSPG5"
"AVIL","AVIL"
"B3GNT2","B3GNT2"
"CETN1","CETN1"
"GNB5","GNB5"
"EBP","EBP"
"DLL3","DLL3"
"CLDN16","CLDN16"
"PNMA2","PNMA2"
"CETN2","CETN2"
"FUT9","FUT9"
"GMEB1","GMEB1"
"RRH","RRH"
"CCT6B","CCT6B"
"CCT8","CCT8"
"CNPY3","CNPY3"
"CORIN","CORIN"
"ADCY1","ADCY1"
"CETN3","CETN3"
"CETP","CETP"
"FAM189B","FAM189B"
"USP39","USP39"
"POLD3","POLD3"
"CERS1","CERS1"
"TBR1","TBR1"
"AP4B1","AP4B1"
"NRG3","NRG3"
"CFL1","CFL1"
"UGT2B11","UGT2B11"
"POLQ","POLQ"
"SLC12A7","SLC12A7"
"OGA","OGA"
"NFAT5","NFAT5"
"NUDC","NUDC"
"PTGES3","PTGES3"
"CFL2","CFL2"
"YME1L1","YME1L1"
"TCFL5","TCFL5"
"PLK4","PLK4"
"STAG3","STAG3"
"STAG2","STAG2"
"SIX2","SIX2"
"RFPL3S","RFPL3S"
"RFPL3","RFPL3"
"RFPL2","RFPL2"
"RFPL1S","RFPL1S"
"RBBP9","RBBP9"
"RAI2","RAI2"
"RAI1","RAI1"
"PTTG2","PTTG2"
"PHTF1","PHTF1"
"MAP3K2","MAP3K2"
"MASP2","MASP2"
"KLRA1P","KLRA1P"
"KIF1C","KIF1C"
"CTSC","CTSC"
"GRAP","GRAP"
"CHL1","CHL1"
"CAPN9","CAPN9"
"GIPC1","GIPC1"
"TRAF3IP2","TRAF3IP2"
"PLAC1","PLAC1"
"NUP50","NUP50"
"NES","NES"
"KDM5B","KDM5B"
"TOB2","TOB2"
"HBS1L","HBS1L"
"AHCYL1","AHCYL1"
"PLK2","PLK2"
"ZMYND11","ZMYND11"
"SRSF10","SRSF10"
"ZBTB6","ZBTB6"
"POP4","POP4"
"ARPP19","ARPP19"
"ARPP21","ARPP21"
"ZNF271P","ZNF271P"
"ZNF234","ZNF234"
"ZNF266","ZNF266"
"ZNF274","ZNF274"
"NEK6","NEK6"
"WDR4","WDR4"
"SLC17A3","SLC17A3"
"NCKAP1","NCKAP1"
"IQGAP2","IQGAP2"
"VAMP5","VAMP5"
"ZNF273","ZNF273"
"ZNF460","ZNF460"
"ZNF268","ZNF268"
"MTHFD2","MTHFD2"
"OR5I1","OR5I1"
"RPP40","RPP40"
"ADCY2","ADCY2"
"CFTR","CFTR"
"CYSLTR1","CYSLTR1"
"SEPTIN9","SEPTIN9"
"SEC24A","SEC24A"
"CCR9","CCR9"
"GJB6","GJB6"
"SDCCAG8","SDCCAG8"
"ENTR1","ENTR1"
"HSPH1","HSPH1"
"STARD10","STARD10"
"CGA","CGA"
"WASF3","WASF3"
"NOXA1","NOXA1"
"UTP14A","UTP14A"
"CPLX2","CPLX2"
"CPLX1","CPLX1"
"SPINT3","SPINT3"
"FRS3","FRS3"
"FRS2","FRS2"
"OR7E14P","OR7E14P"
"CGB3","CGB3"
"OR7E12P","OR7E12P"
"NEU3","NEU3"
"FAXDC2","FAXDC2"
"FAM114A2","FAM114A2"
"ZNF275","ZNF275"
"CEACAM3","CEACAM3"
"ALDH1L1","ALDH1L1"
"FTCD","FTCD"
"PPP1R17","PPP1R17"
"TUBGCP2","TUBGCP2"
"CLPX","CLPX"
"PDE10A","PDE10A"
"SRCAP","SRCAP"
"PPP1R13L","PPP1R13L"
"POLR1G","POLR1G"
"CCL27","CCL27"
"HPSE","HPSE"
"RUVBL2","RUVBL2"
"PGRMC1","PGRMC1"
"CYP46A1","CYP46A1"
"LILRB1","LILRB1"
"SLC26A1","SLC26A1"
"ADAM28","ADAM28"
"SLC22A7","SLC22A7"
"ARID5A","ARID5A"
"HCP5","HCP5"
"TSPAN9","TSPAN9"
"USP20","USP20"
"USP19","USP19"
"CEACAM7","CEACAM7"
"HCST","HCST"
"CD300C","CD300C"
"ME3","ME3"
"NMU","NMU"
"FGL2","FGL2"
"EDDM3A","EDDM3A"
"CFHR4","CFHR4"
"CFHR3","CFHR3"
"SMR3B","SMR3B"
"CEACAM8","CEACAM8"
"ACTL7B","ACTL7B"
"ACTL7A","ACTL7A"
"C1QL1","C1QL1"
"MRPS30","MRPS30"
"WDR3","WDR3"
"NPFFR2","NPFFR2"
"PROKR1","PROKR1"
"GPR83","GPR83"
"CEACAM4","CEACAM4"
"RAB10","RAB10"
"PPARGC1A","PPARGC1A"
"MALT1","MALT1"
"MMP24","MMP24"
"LYVE1","LYVE1"
"PPBPP2","PPBPP2"
"YIF1A","YIF1A"
"CPSF4","CPSF4"
"JTB","JTB"
"ADCY3","ADCY3"
"RUNDC3A","RUNDC3A"
"DHRS4","DHRS4"
"BRD8","BRD8"
"MTMR11","MTMR11"
"BLCAP","BLCAP"
"MAN1A2","MAN1A2"
"TRAFD1","TRAFD1"
"TXNL4A","TXNL4A"
"PNPLA6","PNPLA6"
"SUGT1","SUGT1"
"UTS2","UTS2"
"GADD45G","GADD45G"
"EDAR","EDAR"
"PAPOLA","PAPOLA"
"TCERG1","TCERG1"
"MAGED2","MAGED2"
"BTNL3","BTNL3"
"EHMT2","EHMT2"
"COPS8","COPS8"
"RNPS1","RNPS1"
"FASTK","FASTK"
"SUB1","SUB1"
"SMPDL3A","SMPDL3A"
"DBF4","DBF4"
"SPIN1","SPIN1"
"RALBP1","RALBP1"
"APOBEC2","APOBEC2"
"MORF4L1","MORF4L1"
"PRDX3","PRDX3"
"GPR75","GPR75"
"EHD1","EHD1"
"AFG3L2","AFG3L2"
"POP1","POP1"
"UGT2A1","UGT2A1"
"PRSS21","PRSS21"
"MSL3","MSL3"
"C11orf58","C11orf58"
"KDELR1","KDELR1"
"SF3A3","SF3A3"
"AP3M2","AP3M2"
"STARD3","STARD3"
"HNRNPA0","HNRNPA0"
"BTG3","BTG3"
"CBX1","CBX1"
"SEC61B","SEC61B"
"TOMM34","TOMM34"
"PDIA5","PDIA5"
"SERINC3","SERINC3"
"OS9","OS9"
"PNRC1","PNRC1"
"TMED2","TMED2"
"LMAN2","LMAN2"
"ERP29","ERP29"
"MLLT11","MLLT11"
"STIP1","STIP1"
"IFI44L","IFI44L"
"ACOT2","ACOT2"
"RAB40B","RAB40B"
"EBNA1BP2","EBNA1BP2"
"CKAP4","CKAP4"
"YWHAQ","YWHAQ"
"TMED10","TMED10"
"ASCC3","ASCC3"
"PDXDC2P","PDXDC2P"
"ADIRF","ADIRF"
"UQCR11","UQCR11"
"CLP1","CLP1"
"FERMT2","FERMT2"
"COPS6","COPS6"
"RAB32","RAB32"
"MAPRE2","MAPRE2"
"CCNI","CCNI"
"KCNQ1OT1","KCNQ1OT1"
"GCN1","GCN1"
"COPS5","COPS5"
"METAP2","METAP2"
"IMMT","IMMT"
"LILRB5","LILRB5"
"SLC38A3","SLC38A3"
"SF3B2","SF3B2"
"SDS","SDS"
"ILVBL","ILVBL"
"SLC27A5","SLC27A5"
"SLC27A4","SLC27A4"
"SLC27A3","SLC27A3"
"SLC27A2","SLC27A2"
"KIF2C","KIF2C"
"SPINK5","SPINK5"
"LILRB4","LILRB4"
"CCDC85B","CCDC85B"
"IL24","IL24"
"CHAD","CHAD"
"GLIPR1","GLIPR1"
"TLK2","TLK2"
"KLK11","KLK11"
"TMSB15A","TMSB15A"
"KDELR2","KDELR2"
"KDELR3","KDELR3"
"ATF7","ATF7"
"SNRNP27","SNRNP27"
"TMED1","TMED1"
"LIAS","LIAS"
"RCBTB2","RCBTB2"
"IFT27","IFT27"
"RAB35","RAB35"
"TDRKH","TDRKH"
"VAX1","VAX1"
"LILRA1","LILRA1"
"LILRB3","LILRB3"
"LILRA3","LILRA3"
"LILRA2","LILRA2"
"CHAT","CHAT"
"RBPMS","RBPMS"
"RAB31","RAB31"
"ADAP1","ADAP1"
"DSTN","DSTN"
"RIPK3","RIPK3"
"GTF2A1L","GTF2A1L"
"STON1","STON1"
"GUSBP14","GUSBP14"
"RCC1","RCC1"
"PIM2","PIM2"
"B4GAT1","B4GAT1"
"GUSBP15","GUSBP15"
"MID2","MID2"
"TENT4A","TENT4A"
"UPK1A","UPK1A"
"SLC35D2","SLC35D2"
"ADRM1","ADRM1"
"CHD1","CHD1"
"NUDT21","NUDT21"
"CPSF6","CPSF6"
"OGFR","OGFR"
"ZPBP","ZPBP"
"DDX52","DDX52"
"ABHD2","ABHD2"
"WWP1","WWP1"
"CHD2","CHD2"
"WWP2","WWP2"
"CNMD","CNMD"
"DUS4L","DUS4L"
"SOX30","SOX30"
"CNTRL","CNTRL"
"UBE2C","UBE2C"
"SNRNP35","SNRNP35"
"DEPP1","DEPP1"
"CYB561D2","CYB561D2"
"RAPGEF4","RAPGEF4"
"CHD3","CHD3"
"TMEM115","TMEM115"
"DUSP14","DUSP14"
"TOPBP1","TOPBP1"
"TRIM31","TRIM31"
"STMN2","STMN2"
"TPPP","TPPP"
"HSF2BP","HSF2BP"
"TRIOBP","TRIOBP"
"RER1","RER1"
"CHD4","CHD4"
"DNAJB4","DNAJB4"
"KERA","KERA"
"ESM1","ESM1"
"DIDO1","DIDO1"
"ADAM30","ADAM30"
"ADAM29","ADAM29"
"AKR1C4","AKR1C4"
"WDR5","WDR5"
"SPACA9","SPACA9"
"ADAMTS13","ADAMTS13"
"CACFD1","CACFD1"
"ADAMTS8","ADAMTS8"
"ADAMTS5","ADAMTS5"
"NUP42","NUP42"
"PRSS23","PRSS23"
"PTPN21","PTPN21"
"ADCY5","ADCY5"
"HNRNPUL1","HNRNPUL1"
"ATE1","ATE1"
"RPP14","RPP14"
"KRR1","KRR1"
"KATNA1","KATNA1"
"PRDM7","PRDM7"
"PRDM5","PRDM5"
"PRDM4","PRDM4"
"CHEK1","CHEK1"
"HIBADH","HIBADH"
"CIT","CIT"
"CEP43","CEP43"
"EMILIN1","EMILIN1"
"BTN3A2","BTN3A2"
"BTN3A1","BTN3A1"
"FOXN3","FOXN3"
"BTN2A1","BTN2A1"
"PTPRT","PTPRT"
"RCAN3","RCAN3"
"FAF1","FAF1"
"CD160","CD160"
"KIF3A","KIF3A"
"POLR3A","POLR3A"
"CLASRP","CLASRP"
"CHGA","CHGA"
"ZWINT","ZWINT"
"CAPN11","CAPN11"
"CAPN10","CAPN10"
"KPTN","KPTN"
"CDC42EP1","CDC42EP1"
"SLC7A9","SLC7A9"
"PWP1","PWP1"
"TBC1D8","TBC1D8"
"CHGB","CHGB"
"CDC37","CDC37"
"IL1RAPL1","IL1RAPL1"
"PKIG","PKIG"
"KAT7","KAT7"
"DMC1","DMC1"
"PLAAT3","PLAAT3"
"GLMN","GLMN"
"HHLA3","HHLA3"
"HHLA2","HHLA2"
"BVES","BVES"
"CORO1A","CORO1A"
"WDR45","WDR45"
"FICD","FICD"
"AP4S1","AP4S1"
"LDB3","LDB3"
"PTP4A3","PTP4A3"
"LSM6","LSM6"
"RABL2B","RABL2B"
"RABL2A","RABL2A"
"CHI3L1","CHI3L1"
"ERLIN2","ERLIN2"
"ERG28","ERG28"
"NUDT6","NUDT6"
"NUDT4","NUDT4"
"NUDT5","NUDT5"
"NUDT3","NUDT3"
"SOX21","SOX21"
"FSTL1","FSTL1"
"PSIP1","PSIP1"
"WDHD1","WDHD1"
"CHI3L2","CHI3L2"
"FAM107A","FAM107A"
"STRAP","STRAP"
"INSL6","INSL6"
"ADAMTS7","ADAMTS7"
"ADAMTS6","ADAMTS6"
"BAZ2A","BAZ2A"
"BAZ1A","BAZ1A"
"LZTS1","LZTS1"
"ZNF277","ZNF277"
"CHIT1","CHIT1"
"WDR6","WDR6"
"TREH","TREH"
"SLC2A6","SLC2A6"
"MAP4K5","MAP4K5"
"MAP4K1","MAP4K1"
"INMT","INMT"
"RASSF1","RASSF1"
"PKP3","PKP3"
"NISCH","NISCH"
"CELF3","CELF3"
"CHKA","CHKA"
"CEP250","CEP250"
"PTENP1","PTENP1"
"WBP4","WBP4"
"ABCB8","ABCB8"
"SEC23IP","SEC23IP"
"WIF1","WIF1"
"SUPT16H","SUPT16H"
"ANXA10","ANXA10"
"ADCY6","ADCY6"
"CHKB","CHKB"
"CHEK2","CHEK2"
"POLI","POLI"
"KLK8","KLK8"
"MST1P2","MST1P2"
"CHM","CHM"
"FZD10","FZD10"
"PLPBP","PLPBP"
"IRAK3","IRAK3"
"AKAP13","AKAP13"
"AKAP11","AKAP11"
"AKAP10","AKAP10"
"DDX20","DDX20"
"TREX2","TREX2"
"CHML","CHML"
"DUSP10","DUSP10"
"MRPL3","MRPL3"
"MST1L","MST1L"
"RPL35","RPL35"
"GALNT6","GALNT6"
"GALNT5","GALNT5"
"RASSF8","RASSF8"
"CHN1","CHN1"
"PRAF2","PRAF2"
"SEC63","SEC63"
"POLG2","POLG2"
"HPS5","HPS5"
"PDCD10","PDCD10"
"RNF139","RNF139"
"RNF24","RNF24"
"CA5B","CA5B"
"EGLN2","EGLN2"
"EGLN3","EGLN3"
"CHN2","CHN2"
"PADI2","PADI2"
"BIRC8","BIRC8"
"PMF1","PMF1"
"ZHX1","ZHX1"
"GPR176","GPR176"
"CAVIN3","CAVIN3"
"NXPH4","NXPH4"
"PRRT2","PRRT2"
"ERI2","ERI2"
"NXPH3","NXPH3"
"SAT2","SAT2"
"DTD2","DTD2"
"NXPH2","NXPH2"
"GTF3C6","GTF3C6"
"GPR45","GPR45"
"PTGDR2","PTGDR2"
"PACSIN2","PACSIN2"
"MAN1B1","MAN1B1"
"SLC6A14","SLC6A14"
"HRH3","HRH3"
"TP53TG1","TP53TG1"
"SNX18","SNX18"
"DCTN3","DCTN3"
"FILIP1L","FILIP1L"
"CYTOR","CYTOR"
"XPOT","XPOT"
"MRAP2","MRAP2"
"CHP1","CHP1"
"RWDD2A","RWDD2A"
"CMTM7","CMTM7"
"SP140","SP140"
"PXMP4","PXMP4"
"DUSP12","DUSP12"
"SNF8","SNF8"
"DDX19B","DDX19B"
"NRM","NRM"
"FAM71E1","FAM71E1"
"TUBA3E","TUBA3E"
"PRR4","PRR4"
"RDH13","RDH13"
"ATXN2L","ATXN2L"
"USP18","USP18"
"IL17F","IL17F"
"KLHL2","KLHL2"
"IFT43","IFT43"
"STX1B","STX1B"
"SYNRG","SYNRG"
"TREX1","TREX1"
"GLMP","GLMP"
"KLF12","KLF12"
"KLF8","KLF8"
"CHRM1","CHRM1"
"SCN11A","SCN11A"
"KRT71","KRT71"
"POU6F2","POU6F2"
"FDX2","FDX2"
"HOGA1","HOGA1"
"MGAT4B","MGAT4B"
"CYP4F8","CYP4F8"
"PNKP","PNKP"
"WDR89","WDR89"
"L3HYPDH","L3HYPDH"
"B4GALT7","B4GALT7"
"TP53RK","TP53RK"
"SGF29","SGF29"
"PHF21B","PHF21B"
"CHRM2","CHRM2"
"VPS26B","VPS26B"
"GLB1L3","GLB1L3"
"NACC1","NACC1"
"CFAP36","CFAP36"
"MED8","MED8"
"ADCY7","ADCY7"
"LYST","LYST"
"RPUSD1","RPUSD1"
"PLCD3","PLCD3"
"SLCO2B1","SLCO2B1"
"PTH2","PTH2"
"CHRM3","CHRM3"
"VPS45","VPS45"
"MTFR2","MTFR2"
"LYPLA2","LYPLA2"
"CDCA5","CDCA5"
"CD300A","CD300A"
"AHNAK2","AHNAK2"
"PARK7","PARK7"
"RPLP0P2","RPLP0P2"
"COPE","COPE"
"RBPJL","RBPJL"
"SAAL1","SAAL1"
"IZUMO4","IZUMO4"
"SCAMP4","SCAMP4"
"ADAT3","ADAT3"
"GPR182","GPR182"
"CHST14","CHST14"
"ECD","ECD"
"CHRM4","CHRM4"
"MGAT4A","MGAT4A"
"GOLM2","GOLM2"
"GPN1","GPN1"
"TMC6","TMC6"
"KIF12","KIF12"
"MISP3","MISP3"
"SLC46A1","SLC46A1"
"C12orf57","C12orf57"
"DDX42","DDX42"
"LARP4","LARP4"
"VSIG4","VSIG4"
"GLCCI1","GLCCI1"
"TMEM106A","TMEM106A"
"SLC52A3","SLC52A3"
"FKBP9","FKBP9"
"STK38","STK38"
"CHRM5","CHRM5"
"CTRC","CTRC"
"PHB2","PHB2"
"ACOT7","ACOT7"
"PDAP1","PDAP1"
"TUSC2","TUSC2"
"CBX3","CBX3"
"EXOC3","EXOC3"
"GABARAP","GABARAP"
"U2AF2","U2AF2"
"OIP5","OIP5"
"CHRNA1","CHRNA1"
"EXOSC8","EXOSC8"
"SFT2D1","SFT2D1"
"SCRG1","SCRG1"
"TEX261","TEX261"
"RNF13","RNF13"
"MGLL","MGLL"
"TWF2","TWF2"
"SMIM12","SMIM12"
"GABARAPL2","GABARAPL2"
"AZIN2","AZIN2"
"TMEM54","TMEM54"
"TUBA3D","TUBA3D"
"SYNPO","SYNPO"
"CHRNA2","CHRNA2"
"HELQ","HELQ"
"CMTM1","CMTM1"
"CHRNA3","CHRNA3"
"CYP2U1","CYP2U1"
"ADPRHL1","ADPRHL1"
"MFSD3","MFSD3"
"SDSL","SDSL"
"TUBA3FP","TUBA3FP"
"CHRNA4","CHRNA4"
"KLHDC7B","KLHDC7B"
"ODF3","ODF3"
"ZBED6CL","ZBED6CL"
"PIK3IP1","PIK3IP1"
"CHRNA5","CHRNA5"
"HENMT1","HENMT1"
"FAM83F","FAM83F"
"SLC35A4","SLC35A4"
"ZNF257","ZNF257"
"DTX2","DTX2"
"CHRNA7","CHRNA7"
"ADCY8","ADCY8"
"CHRNB1","CHRNB1"
"ZIM3","ZIM3"
"TOE1","TOE1"
"LINC00310","LINC00310"
"LINC00313","LINC00313"
"B3GALT5-AS1","B3GALT5-AS1"
"TSPEAR-AS2","TSPEAR-AS2"
"MCM3AP-AS1","MCM3AP-AS1"
"BUD23","BUD23"
"TRIM9","TRIM9"
"CHRNB2","CHRNB2"
"TXNRD3","TXNRD3"
"UCN3","UCN3"
"SIGLEC11","SIGLEC11"
"SLC2A13","SLC2A13"
"CHRNB3","CHRNB3"
"LACTB","LACTB"
"CHRNB4","CHRNB4"
"EFHC1","EFHC1"
"CGB1","CGB1"
"CGB2","CGB2"
"CHRND","CHRND"
"CHRNE","CHRNE"
"NLRP3","NLRP3"
"MAL2","MAL2"
"SLC22A9","SLC22A9"
"SNORD15B","SNORD15B"
"CHRNG","CHRNG"
"TIRAP","TIRAP"
"MIR155HG","MIR155HG"
"ERMAP","ERMAP"
"LRRC37B","LRRC37B"
"CHUK","CHUK"
"CYGB","CYGB"
"CSPG4P1Y","CSPG4P1Y"
"TTTY4","TTTY4"
"CARD16","CARD16"
"PGLYRP2","PGLYRP2"
"PGLYRP3","PGLYRP3"
"PKD1L2","PKD1L2"
"BTBD9","BTBD9"
"LMTK3","LMTK3"
"CSMD2","CSMD2"
"MBD6","MBD6"
"XKR4","XKR4"
"GPRIN1","GPRIN1"
"CSMD3","CSMD3"
"SLC25A25","SLC25A25"
"STK11IP","STK11IP"
"TUBGCP5","TUBGCP5"
"KLHL32","KLHL32"
"FMNL2","FMNL2"
"ELFN2","ELFN2"
"TMEM132B","TMEM132B"
"PSMG3-AS1","PSMG3-AS1"
"SLITRK1","SLITRK1"
"ESCO1","ESCO1"
"CCDC85A","CCDC85A"
"TMEM200A","TMEM200A"
"MYSM1","MYSM1"
"RNF157","RNF157"
"GALNT13","GALNT13"
"SORCS1","SORCS1"
"KLHL29","KLHL29"
"CROCCP3","CROCCP3"
"ZBED9","ZBED9"
"RHPN1","RHPN1"
"LENG8","LENG8"
"PNMA5","PNMA5"
"PWWP2A","PWWP2A"
"SMYD4","SMYD4"
"FHAD1","FHAD1"
"SLAMF6","SLAMF6"
"OSBPL1A","OSBPL1A"
"OSBPL5","OSBPL5"
"OSBPL6","OSBPL6"
"OSBPL7","OSBPL7"
"OSBPL8","OSBPL8"
"OSBPL9","OSBPL9"
"OSBPL10","OSBPL10"
"OSBPL11","OSBPL11"
"C1QTNF1","C1QTNF1"
"C1QTNF2","C1QTNF2"
"C1QTNF3","C1QTNF3"
"CIDEA","CIDEA"
"C1QTNF4","C1QTNF4"
"C1QTNF6","C1QTNF6"
"C1QTNF7","C1QTNF7"
"FBXO32","FBXO32"
"TMEM123","TMEM123"
"EPB41L4A-AS1","EPB41L4A-AS1"
"SMIM19","SMIM19"
"GPRASP2","GPRASP2"
"MRFAP1L1","MRFAP1L1"
"TSGA13","TSGA13"
"PTPMT1","PTPMT1"
"FLYWCH2","FLYWCH2"
"WDR31","WDR31"
"VASN","VASN"
"ZNF618","ZNF618"
"ADCY9","ADCY9"
"CGAS","CGAS"
"SLC26A9","SLC26A9"
"NT5C3B","NT5C3B"
"CCDC124","CCDC124"
"HAUS1","HAUS1"
"TNFRSF14-AS1","TNFRSF14-AS1"
"SLC26A7","SLC26A7"
"MARCHF3","MARCHF3"
"ZNF554","ZNF554"
"CKB","CKB"
"ATG4A","ATG4A"
"KCTD12","KCTD12"
"OMA1","OMA1"
"DDIT4L","DDIT4L"
"RAB42","RAB42"
"SLC25A26","SLC25A26"
"FBXO17","FBXO17"
"PCMTD1","PCMTD1"
"CIRBP","CIRBP"
"GPR146","GPR146"
"FCRL1","FCRL1"
"FCRL3","FCRL3"
"LRRC42","LRRC42"
"GBP4","GBP4"
"GBP5","GBP5"
"LRRC56","LRRC56"
"CISH","CISH"
"MALSU1","MALSU1"
"UHRF2","UHRF2"
"TBCB","TBCB"
"ZNF689","ZNF689"
"FCHO2","FCHO2"
"ARHGEF25","ARHGEF25"
"ZNF501","ZNF501"
"TENT5B","TENT5B"
"SLC5A11","SLC5A11"
"TNFRSF13C","TNFRSF13C"
"KIR3DL3","KIR3DL3"
"NOSTRIN","NOSTRIN"
"ALPK2","ALPK2"
"ARHGAP33","ARHGAP33"
"EVI5L","EVI5L"
"TRMT61A","TRMT61A"
"RASGRP4","RASGRP4"
"C12orf56","C12orf56"
"DIS3L","DIS3L"
"ARL11","ARL11"
"FANCD2OS","FANCD2OS"
"CKM","CKM"
"IQCD","IQCD"
"DHRS1","DHRS1"
"WDFY2","WDFY2"
"RAB3C","RAB3C"
"NXNL1","NXNL1"
"CKMT1B","CKMT1B"
"CTHRC1","CTHRC1"
"TSR3","TSR3"
"CCDC151","CCDC151"
"ZNF653","ZNF653"
"RNF166","RNF166"
"ADCYAP1","ADCYAP1"
"CKMT2","CKMT2"
"RMI2","RMI2"
"OSR2","OSR2"
"LRRC58","LRRC58"
"LYSMD3","LYSMD3"
"BATF2","BATF2"
"SLC22A12","SLC22A12"
"DNTTIP1","DNTTIP1"
"DIRC1","DIRC1"
"ERCC8","ERCC8"
"FOXP4","FOXP4"
"ZNF526","ZNF526"
"FMO9P","FMO9P"
"LRRC3B","LRRC3B"
"KLHDC3","KLHDC3"
"WDR92","WDR92"
"NUS1","NUS1"
"FAM210B","FAM210B"
"PHACTR3","PHACTR3"
"CYYR1","CYYR1"
"CMTM5","CMTM5"
"TGM7","TGM7"
"TM4SF19","TM4SF19"
"FAM122A","FAM122A"
"ZMYND19","ZMYND19"
"COX20","COX20"
"ABHD15","ABHD15"
"TLCD1","TLCD1"
"GINM1","GINM1"
"MOGAT1","MOGAT1"
"ACSM1","ACSM1"
"CKS1B","CKS1B"
"C8orf34","C8orf34"
"PANX3","PANX3"
"EXOC3-AS1","EXOC3-AS1"
"RBP7","RBP7"
"SLC26A8","SLC26A8"
"LYPD1","LYPD1"
"IL22RA2","IL22RA2"
"CKS2","CKS2"
"ZNF837","ZNF837"
"LINC01257","LINC01257"
"TM4SF18","TM4SF18"
"RAB39B","RAB39B"
"GRIN3A","GRIN3A"
"GRIN3B","GRIN3B"
"TOP1MT","TOP1MT"
"OLIG1","OLIG1"
"CLNK","CLNK"
"TSEN15","TSEN15"
"NIBAN1","NIBAN1"
"MAS1L","MAS1L"
"MRGPRD","MRGPRD"
"APOA5","APOA5"
"MRGPRE","MRGPRE"
"MRGPRF","MRGPRF"
"MRPL54","MRPL54"
"PPP1R27","PPP1R27"
"N4BP2L2-IT2","N4BP2L2-IT2"
"RPL39L","RPL39L"
"HSPA12B","HSPA12B"
"CNTROB","CNTROB"
"SNAP47","SNAP47"
"LEAP2","LEAP2"
"SLC18B1","SLC18B1"
"LRG1","LRG1"
"MED12L","MED12L"
"CLRN1-AS1","CLRN1-AS1"
"WDR17","WDR17"
"ART5","ART5"
"ACAP3","ACAP3"
"ARAP2","ARAP2"
"ARAP1","ARAP1"
"AGAP2","AGAP2"
"AGAP1","AGAP1"
"AGAP3","AGAP3"
"ADCYAP1R1","ADCYAP1R1"
"TADA1","TADA1"
"CATSPER1","CATSPER1"
"THEM4","THEM4"
"DACH2","DACH2"
"CATSPER2","CATSPER2"
"SCGB3A2","SCGB3A2"
"SH2D1B","SH2D1B"
"DCD","DCD"
"WFIKKN1","WFIKKN1"
"RAB3IP","RAB3IP"
"SSX2IP","SSX2IP"
"MRGPRX2","MRGPRX2"
"MRGPRX3","MRGPRX3"
"MRGPRX4","MRGPRX4"
"PLAAT5","PLAAT5"
"FTSJ3","FTSJ3"
"SLC16A10","SLC16A10"
"GALNT15","GALNT15"
"IP6K3","IP6K3"
"DEFB118","DEFB118"
"CIB3","CIB3"
"TAGAP","TAGAP"
"AP2M1","AP2M1"
"AP1S1","AP1S1"
"AP2S1","AP2S1"
"TMC1","TMC1"
"TMC2","TMC2"
"RLN3","RLN3"
"TWIST2","TWIST2"
"PARD3B","PARD3B"
"RFFL","RFFL"
"AP3S1","AP3S1"
"ZNF354B","ZNF354B"
"CLC","CLC"
"TRIM6","TRIM6"
"CLCA1","CLCA1"
"ADD1","ADD1"
"CLCN1","CLCN1"
"CLCN2","CLCN2"
"CLCN3","CLCN3"
"CLCN4","CLCN4"
"CLCN5","CLCN5"
"LINC00161","LINC00161"
"UBE2J2","UBE2J2"
"PCAT4","PCAT4"
"BORCS5","BORCS5"
"OLFM3","OLFM3"
"ANTXR2","ANTXR2"
"MUCL1","MUCL1"
"RPL29P2","RPL29P2"
"RPL23AP7","RPL23AP7"
"GPR62","GPR62"
"EXOSC6","EXOSC6"
"C10orf71","C10orf71"
"PRAP1","PRAP1"
