"Feature_ID","Symbol"
"SOX15","SOX15"
"SOX12","SOX12"
"SP1","SP1"
"SP2","SP2"
"DST","DST"
"SP3","SP3"
"SP4","SP4"
"SP100","SP100"
"SPAG1","SPAG1"
"UAP1","UAP1"
"SPAG4","SPAG4"
"SPAM1","SPAM1"
"SPARC","SPARC"
"FOXL2","FOXL2"
"SPAST","SPAST"
"SPG7","SPG7"
"SPI1","SPI1"
"SPIB","SPIB"
"BPGM","BPGM"
"SPINK1","SPINK1"
"SPINK2","SPINK2"
"SPINT1","SPINT1"
"SPN","SPN"
"SPP2","SPP2"
"SPOCK1","SPOCK1"
"SPP1","SPP1"
"SPR","SPR"
"SPRR1A","SPRR1A"
"SPRR1B","SPRR1B"
"BPHL","BPHL"
"SPRR2A","SPRR2A"
"SPRR2B","SPRR2B"
"SPRR2C","SPRR2C"
"SPRR2D","SPRR2D"
"SPRR2E","SPRR2E"
"SPRR2F","SPRR2F"
"SPRR2G","SPRR2G"
"SPRR3","SPRR3"
"SPTA1","SPTA1"
"SPTAN1","SPTAN1"
"BPI","BPI"
"SPTB","SPTB"
"SPTBN1","SPTBN1"
"SPTBN2","SPTBN2"
"SQLE","SQLE"
"SRC","SRC"
"SRD5A1","SRD5A1"
"SRD5A2","SRD5A2"
"SRI","SRI"
"AKR1D1","AKR1D1"
"SRD5A1P1","SRD5A1P1"
"BRCA1","BRCA1"
"SREBF1","SREBF1"
"SREBF2","SREBF2"
"SRF","SRF"
"SRM","SRM"
"SRMS","SRMS"
"SRP9","SRP9"
"SRP14","SRP14"
"SRP19","SRP19"
"SRP54","SRP54"
"BRAF","BRAF"
"SRP68","SRP68"
"SRP72","SRP72"
"SRPK1","SRPK1"
"SRPK2","SRPK2"
"SRPRA","SRPRA"
"SRY","SRY"
"TRIM21","TRIM21"
"RO60","RO60"
"SSB","SSB"
"SSBP1","SSBP1"
"ITPRID2","ITPRID2"
"SSR1","SSR1"
"SSR2","SSR2"
"SSR3","SSR3"
"SSR4","SSR4"
"SSRP1","SSRP1"
"BRCA2","BRCA2"
"SST","SST"
"SSTR1","SSTR1"
"SSTR2","SSTR2"
"SSTR3","SSTR3"
"SSTR4","SSTR4"
"SSTR5","SSTR5"
"SSX1","SSX1"
"SSX5","SSX5"
"BRDT","BRDT"
"SS18","SS18"
"DENND2B","DENND2B"
"ST13","ST13"
"ST14","ST14"
"STAC","STAC"
"ZFP36L1","ZFP36L1"
"STAR","STAR"
"STAT1","STAT1"
"STAT2","STAT2"
"STAT3","STAT3"
"STAT4","STAT4"
"STAT5A","STAT5A"
"SCARNA3","SCARNA3"
"SCARNA20","SCARNA20"
"STAT5B","STAT5B"
"SCARNA21","SCARNA21"
"SCARNA18","SCARNA18"
"SCARNA2","SCARNA2"
"SCARNA7","SCARNA7"
"SCARNA17","SCARNA17"
"SCARNA22","SCARNA22"
"SCARNA4","SCARNA4"
"SCARNA6","SCARNA6"
"SCARNA23","SCARNA23"
"SCARNA1","SCARNA1"
"SCARNA5","SCARNA5"
"SCARNA8","SCARNA8"
"SCARNA12","SCARNA12"
"SCARNA15","SCARNA15"
"LINC00488","LINC00488"
"SCARNA11","SCARNA11"
"SCARNA16","SCARNA16"
"FAM138D","FAM138D"
"SNORA2A","SNORA2A"
"SNORA2B","SNORA2B"
"SNORA5C","SNORA5C"
"SNORA7B","SNORA7B"
"SNORA11","SNORA11"
"STAT6","STAT6"
"SNORA12","SNORA12"
"SNORA14A","SNORA14A"
"SNORA14B","SNORA14B"
"SNORA15","SNORA15"
"SNORA18","SNORA18"
"SNORA20","SNORA20"
"SNORA22","SNORA22"
"SNORA23","SNORA23"
"SNORA24","SNORA24"
"SNORA26","SNORA26"
"SNORA28","SNORA28"
"SNORA29","SNORA29"
"SNORA30","SNORA30"
"SNORA31","SNORA31"
"SNORA2C","SNORA2C"
"SNORA35","SNORA35"
"SNORA36A","SNORA36A"
"SNORA36B","SNORA36B"
"SNORA37","SNORA37"
"SNORA38","SNORA38"
"SNORA71E","SNORA71E"
"SNORA40","SNORA40"
"SNORA80E","SNORA80E"
"SNORA3B","SNORA3B"
"SNORA46","SNORA46"
"SNORA47","SNORA47"
"SNORA49","SNORA49"
"SNORA50A","SNORA50A"
"SNORA51","SNORA51"
"SNORA53","SNORA53"
"SNORA54","SNORA54"
"SNORA55","SNORA55"
"SNORA56","SNORA56"
"SNORA58","SNORA58"
"SNORA71C","SNORA71C"
"SNORA71D","SNORA71D"
"SNORA74B","SNORA74B"
"SNORA50C","SNORA50C"
"SNORA77","SNORA77"
"SNORA78","SNORA78"
"SNORA79","SNORA79"
"SNORA80A","SNORA80A"
"SNORA81","SNORA81"
"SNORD1A","SNORD1A"
"SNORD1B","SNORD1B"
"SNORA59B","SNORA59B"
"SNORA59A","SNORA59A"
"STATH","STATH"
"ZFP36L2","ZFP36L2"
"STAU1","STAU1"
"STC1","STC1"
"HSPA13","HSPA13"
"SULT1E1","SULT1E1"
"ELOVL4","ELOVL4"
"STIM1","STIM1"
"CD27-AS1","CD27-AS1"
"NEK4","NEK4"
"STK3","STK3"
"STK4","STK4"
"AURKA","AURKA"
"AURKAP1","AURKAP1"
"CDKL5","CDKL5"
"STK10","STK10"
"STK11","STK11"
"AURKC","AURKC"
"SULT1A2","SULT1A2"
"BRS3","BRS3"
"STRN","STRN"
"STX1A","STX1A"
"STX3","STX3"
"STX4","STX4"
"STX5","STX5"
"STXBP1","STXBP1"
"STXBP2","STXBP2"
"STXBP3","STXBP3"
"STYX","STYX"
"SULT1A1","SULT1A1"
"SULT1A3","SULT1A3"
"SULT1C2","SULT1C2"
"BSG","BSG"
"SULT2B1","SULT2B1"
"SUOX","SUOX"
"SULT2A1","SULT2A1"
"SUPT4H1","SUPT4H1"
"SUPT5H","SUPT5H"
"BST1","BST1"
"SUPT6H","SUPT6H"
"SUPV3L1","SUPV3L1"
"ABCC8","ABCC8"
"SURF1","SURF1"
"SURF2","SURF2"
"SURF4","SURF4"
"MED22","MED22"
"SURF6","SURF6"
"SUV39H1","SUV39H1"
"BST2","BST2"
"SVIL","SVIL"
"VAMP1","VAMP1"
"VAMP2","VAMP2"
"VAMP7","VAMP7"
"XCL2","XCL2"
"SYCP1","SYCP1"
"BTC","BTC"
"SYK","SYK"
"SYN1","SYN1"
"SYN2","SYN2"
"SYP","SYP"
"SYPL1","SYPL1"
"SYT1","SYT1"
"BTD","BTD"
"SYT4","SYT4"
"SYT5","SYT5"
"TBXT","TBXT"
"TAC1","TAC1"
"TACR2","TACR2"
"TAC3","TAC3"
"TACC1","TACC1"
"ADAM17","ADAM17"
"TACR1","TACR1"
"KLF9","KLF9"
"TACR3","TACR3"
"TADA2A","TADA2A"
"TAF1","TAF1"
"TAF2","TAF2"
"TAF4","TAF4"
"TAF4B","TAF4B"
"TAGLN","TAGLN"
"TAF5","TAF5"
"TAF6","TAF6"
"TAF7","TAF7"
"KLF5","KLF5"
"TAF9","TAF9"
"TAF10","TAF10"
"TAF11","TAF11"
"TAF12","TAF12"
"TAF13","TAF13"
"MAP3K7","MAP3K7"
"TAL1","TAL1"
"TAL2","TAL2"
"TALDO1","TALDO1"
"BTF3","BTF3"
"TAP1","TAP1"
"TAP2","TAP2"
"TAPBP","TAPBP"
"TARBP1","TARBP1"
"TARBP2","TARBP2"
"TARS1","TARS1"
"TAT","TAT"
"TBX1","TBX1"
"BTF3P11","BTF3P11"
"CNTN2","CNTN2"
"TAZ","TAZ"
"TBCA","TBCA"
"TBCC","TBCC"
"TBCD","TBCD"
"TBCE","TBCE"
"SERPINA7","SERPINA7"
"TBL1X","TBL1X"
"TBP","TBP"
"TBX2","TBX2"
"TBX5","TBX5"
"TBX6","TBX6"
"TBX15","TBX15"
"TBXA2R","TBXA2R"
"TBXAS1","TBXAS1"
"TCEA1","TCEA1"
"TCEA2","TCEA2"
"TCEA3","TCEA3"
"SNORD9","SNORD9"
"SNORD12","SNORD12"
"SNORD11","SNORD11"
"SNORD5","SNORD5"
"SNORD7","SNORD7"
"SNORD45C","SNORD45C"
"SNORD17","SNORD17"
"SNORD49B","SNORD49B"
"SNORD50B","SNORD50B"
"SNORD19","SNORD19"
"SNORD59B","SNORD59B"
"SNORD32B","SNORD32B"
"MSMP","MSMP"
"FAM86DP","FAM86DP"
"ELOC","ELOC"
"SNORD65","SNORD65"
"SNORD66","SNORD66"
"SNORD67","SNORD67"
"SNORD69","SNORD69"
"SNORD70","SNORD70"
"SNORD71","SNORD71"
"SCARNA10","SCARNA10"
"SCARNA14","SCARNA14"
"SNORA16B","SNORA16B"
"SNORA57","SNORA57"
"SNORD75","SNORD75"
"SNORD77","SNORD77"
"SNORD78","SNORD78"
"SNORD103C","SNORD103C"
"SNORD88A","SNORD88A"
"SNORD88B","SNORD88B"
"SNORD88C","SNORD88C"
"SNORD89","SNORD89"
"SNORD90","SNORD90"
"SNORD91A","SNORD91A"
"SNORD91B","SNORD91B"
"SNORD92","SNORD92"
"SNORD93","SNORD93"
"SNORD98","SNORD98"
"SNORD99","SNORD99"
"SNORD110","SNORD110"
"SNORD111","SNORD111"
"SNORD97","SNORD97"
"SNORD94","SNORD94"
"SNORD96B","SNORD96B"
"SNORD104","SNORD104"
"SNORD105","SNORD105"
"SNORD117","SNORD117"
"SNORD103A","SNORD103A"
"ELOB","ELOB"
"ELOA","ELOA"
"TCF4","TCF4"
"TBX3","TBX3"
"HNF1A","HNF1A"
"HNF1B","HNF1B"
"TCF3","TCF3"
"MIR33B","MIR33B"
"MIR411","MIR411"
"MIR421","MIR421"
"MIR449B","MIR449B"
"MIR532","MIR532"
"MIR548A1","MIR548A1"
"MIR548A2","MIR548A2"
"MIR548A3","MIR548A3"
"MIR548B","MIR548B"
"MIR549A","MIR549A"
"MIR551A","MIR551A"
"MIR551B","MIR551B"
"MIR553","MIR553"
"MIR554","MIR554"
"MIR555","MIR555"
"MIR556","MIR556"
"MIR557","MIR557"
"MIR558","MIR558"
"MIR559","MIR559"
"MIR561","MIR561"
"MIR563","MIR563"
"MIR564","MIR564"
"MIR567","MIR567"
"MIR568","MIR568"
"MIR569","MIR569"
"MIR570","MIR570"
"MIR572","MIR572"
"MIR573","MIR573"
"MIR574","MIR574"
"MIR575","MIR575"
"MIR577","MIR577"
"MIR578","MIR578"
"MIR580","MIR580"
"MIR581","MIR581"
"MIR583","MIR583"
"MIR585","MIR585"
"MIR586","MIR586"
"MIR589","MIR589"
"MIR590","MIR590"
"MIR591","MIR591"
"MIR592","MIR592"
"MIR593","MIR593"
"MIR595","MIR595"
"MIR596","MIR596"
"MIR597","MIR597"
"MIR598","MIR598"
"MIR599","MIR599"
"MIR601","MIR601"
"MIR602","MIR602"
"MIR603","MIR603"
"MIR604","MIR604"
"MIR605","MIR605"
"MIR608","MIR608"
"MIR609","MIR609"
"MIR610","MIR610"
"MIR611","MIR611"
"MIR613","MIR613"
"MIR614","MIR614"
"TCF7","TCF7"
"MIR615","MIR615"
"MIR617","MIR617"
"MIR618","MIR618"
"MIR620","MIR620"
"MIR622","MIR622"
"MIR623","MIR623"
"MIR624","MIR624"
"MIR626","MIR626"
"MIR627","MIR627"
"MIR628","MIR628"
"MIR629","MIR629"
"MIR630","MIR630"
"MIR631","MIR631"
"MIR632","MIR632"
"MIR634","MIR634"
"MIR635","MIR635"
"MIR638","MIR638"
"MIR639","MIR639"
"MIR641","MIR641"
"MIR642A","MIR642A"
"MIR643","MIR643"
"MIR644A","MIR644A"
"MIR645","MIR645"
"MIR647","MIR647"
"MIR648","MIR648"
"MIR92B","MIR92B"
"TCF7L2","TCF7L2"
"ZEB1","ZEB1"
"GCFC2","GCFC2"
"TCF12","TCF12"
"TCF15","TCF15"
"BTG1","BTG1"
"ZNF354A","ZNF354A"
"TCF19","TCF19"
"TCF20","TCF20"
"TCF21","TCF21"
"VPS72","VPS72"
"MLX","MLX"
"TCN1","TCN1"
"TCN2","TCN2"
"TCOF1","TCOF1"
"BTK","BTK"
"TCP1","TCP1"
"TCP10L3","TCP10L3"
"TCP11","TCP11"
"BTN1A1","BTN1A1"
"TECTB","TECTB"
"TCTA","TCTA"
"BUB1","BUB1"
"DYNLT3","DYNLT3"
"DYNLT2","DYNLT2"
"PPP1R11","PPP1R11"
"DYNLT1","DYNLT1"
"TDG","TDG"
"TDGF1","TDGF1"
"TDGF1P3","TDGF1P3"
"TDO2","TDO2"
"ACTC1","ACTC1"
"PRDX2","PRDX2"
"TEAD1","TEAD1"
"TEAD4","TEAD4"
"TEAD3","TEAD3"
"TECTA","TECTA"
"TEF","TEF"
"TMBIM6","TMBIM6"
"BUB1B","BUB1B"
"TEK","TEK"
"TEP1","TEP1"
"TERC","TERC"
"TERF1","TERF1"
"TERF2","TERF2"
"TERT","TERT"
"TESK1","TESK1"
"TF","TF"
"TFAM","TFAM"
"TFAP2A","TFAP2A"
"TFAP2B","TFAP2B"
"TFAP2C","TFAP2C"
"TFAP4","TFAP4"
"TFCP2","TFCP2"
"NR2F1","NR2F1"
"NR2F2","NR2F2"
"TFDP1","TFDP1"
"TFDP2","TFDP2"
"TFE3","TFE3"
"TFF1","TFF1"
"TFF2","TFF2"
"TFF3","TFF3"
"TFPI","TFPI"
"TFR2","TFR2"
"TFRC","TFRC"
"TG","TG"
"TGFA","TGFA"
"TGFB1","TGFB1"
"TGFB1I1","TGFB1I1"
"TGFB2","TGFB2"
"TGFB3","TGFB3"
"LEFTY2","LEFTY2"
"TGFBI","TGFBI"
"TGFBR1","TGFBR1"
"TGM4","TGM4"
"TGFBR2","TGFBR2"
"TGFBR3","TGFBR3"
"BYSL","BYSL"
"TGIF1","TGIF1"
"TGM1","TGM1"
"TGM2","TGM2"
"TGM3","TGM3"
"TH","TH"
"THBD","THBD"
"THBS1","THBS1"
"THBS2","THBS2"
"THBS3","THBS3"
"TSPO","TSPO"
"THBS4","THBS4"
"TCHH","TCHH"
"THOP1","THOP1"
"THPO","THPO"
"THRA","THRA"
"THRB","THRB"
"THRSP","THRSP"
"THY1","THY1"
"KLF10","KLF10"
"TIA1","TIA1"
"TIAL1","TIAL1"
"TIAM1","TIAM1"
"TIE1","TIE1"
"TIMP1","TIMP1"
"TIMP2","TIMP2"
"TIMP3","TIMP3"
"TIMP4","TIMP4"
"C1QBP","C1QBP"
"NKX2-1","NKX2-1"
"TJP1","TJP1"
"TK1","TK1"
"TK2","TK2"
"TKT","TKT"
"ICAM5","ICAM5"
"TLE1","TLE1"
"TLE2","TLE2"
"TLE3","TLE3"
"TLE4","TLE4"
"TLL1","TLL1"
"TLL2","TLL2"
"TLN1","TLN1"
"SEC62","SEC62"
"TLR1","TLR1"
"TLR2","TLR2"
"TLR3","TLR3"
"TLR4","TLR4"
"ACTG1","ACTG1"
"SERPING1","SERPING1"
"TLR5","TLR5"
"NR2E1","NR2E1"
"TSPAN7","TSPAN7"
"TSPAN8","TSPAN8"
"TM4SF4","TM4SF4"
"TSPAN6","TSPAN6"
"TSPAN4","TSPAN4"
"GPR137B","GPR137B"
"TM7SF2","TM7SF2"
"TRAPPC10","TRAPPC10"
"ERC2-IT1","ERC2-IT1"
"TMF1","TMF1"
"TMOD1","TMOD1"
"TMPO","TMPO"
"TMPRSS2","TMPRSS2"
"TMSB4X","TMSB4X"
"C1QA","C1QA"
"CLDN5","CLDN5"
"CLEC3B","CLEC3B"
"TNF","TNF"
"TNNC2","TNNC2"
"TNFAIP1","TNFAIP1"
"TNFAIP2","TNFAIP2"
"TNFAIP3","TNFAIP3"
"C1QB","C1QB"
"TNFAIP6","TNFAIP6"
"TNFRSF1A","TNFRSF1A"
"TNFRSF1B","TNFRSF1B"
"TNNC1","TNNC1"
"TNNI1","TNNI1"
"TNNI2","TNNI2"
"TNNI3","TNNI3"
"TNNT1","TNNT1"
"TNNT2","TNNT2"
"C1QC","C1QC"
"TNNT3","TNNT3"
"TNP1","TNP1"
"TNP2","TNP2"
"TNR","TNR"
"TNS1","TNS1"
"TNXB","TNXB"
"C1R","C1R"
"TOP1","TOP1"
"TOP1P1","TOP1P1"
"TOP1P2","TOP1P2"
"TOP2A","TOP2A"
"TOP2B","TOP2B"
"TOP3A","TOP3A"
"TP53","TP53"
"TP53BP1","TP53BP1"
"TP53BP2","TP53BP2"
"C1S","C1S"
"TP73","TP73"
"TPBG","TPBG"
"TPD52","TPD52"
"TPD52L1","TPD52L1"
"TPD52L2","TPD52L2"
"TPH1","TPH1"
"TPI1","TPI1"
"TPM1","TPM1"
"TPM2","TPM2"
"C2","C2"
"TPM3","TPM3"
"TPM4","TPM4"
"TPMT","TPMT"
"TPO","TPO"
"TPP2","TPP2"
"TPR","TPR"
"TPSAB1","TPSAB1"
"TPT1","TPT1"
"TPTE","TPTE"
"C3","C3"
"CRISP2","CRISP2"
"NR2C1","NR2C1"
"NR2C2","NR2C2"
"HSP90B1","HSP90B1"
"TRAF1","TRAF1"
"TRAF2","TRAF2"
"TRAF3","TRAF3"
"TRAF5","TRAF5"
"TRAF6","TRAF6"
"C3AR1","C3AR1"
"HSP90B2P","HSP90B2P"
"ACTG2","ACTG2"
"C4A","C4A"
"TRH","TRH"
"TRHR","TRHR"
"CCT3","CCT3"
"TRIO","TRIO"
"TRIP6","TRIP6"
"TRO","TRO"
"C4BPA","C4BPA"
"TRPC1","TRPC1"
"TRPC2","TRPC2"
"TRPC3","TRPC3"
"TRPC4","TRPC4"
"TRPC5","TRPC5"
"TRPC6","TRPC6"
"TRPM2","TRPM2"
"TRPS1","TRPS1"
"MIR650","MIR650"
"MIR651","MIR651"
"H2AC19","H2AC19"
"LHFPL3-AS2","LHFPL3-AS2"
"INS-IGF2","INS-IGF2"
"ANP32AP1","ANP32AP1"
"MIR653","MIR653"
"MIR654","MIR654"
"MIR655","MIR655"
"MIR656","MIR656"
"MIR657","MIR657"
"MIR658","MIR658"
"MIR659","MIR659"
"MIR660","MIR660"
"MIR661","MIR661"
"MIR662","MIR662"
"MIR663A","MIR663A"
"DEFA11P","DEFA11P"
"LINC01545","LINC01545"
"SNHG4","SNHG4"
"TSN","TSN"
"TSC1","TSC1"
"TSC2","TSC2"
"C4BPB","C4BPB"
"TSG101","TSG101"
"TSHB","TSHB"
"TSHR","TSHR"
"TSNAX","TSNAX"
"TSPY1","TSPY1"
"TSPYL1","TSPYL1"
"CAPN5","CAPN5"
"EIPR1","EIPR1"
"PHLDA2","PHLDA2"
"TST","TST"
"GFUS","GFUS"
"TTC1","TTC1"
"DNAJC7","DNAJC7"
"TTC3","TTC3"
"TTC4","TTC4"
"C5","C5"
"TTF1","TTF1"
"TTK","TTK"
"TTN","TTN"
"TTPA","TTPA"
"TUB","TUB"
"TTR","TTR"
"CASC8","CASC8"
"LINC00163","LINC00163"
"TUBA4A","TUBA4A"
"SNORD116-19","SNORD116-19"
"ROCK1P1","ROCK1P1"
"TUBA3C","TUBA3C"
"RNF208","RNF208"
"SPATA31A3","SPATA31A3"
"GOLGA6L6","GOLGA6L6"
"RGPD8","RGPD8"
"BHLHA9","BHLHA9"
"FAM156B","FAM156B"
"CHORDC1P4","CHORDC1P4"
"MUC5B","MUC5B"
"SPATA31A5","SPATA31A5"
"TLCD2","TLCD2"
"AGBL1-AS1","AGBL1-AS1"
"LINC02203","LINC02203"
"GXYLT2","GXYLT2"
"RHOXF2B","RHOXF2B"
"SDHAP2","SDHAP2"
"MROH1","MROH1"
"LINC01249","LINC01249"
"C5AR1","C5AR1"
"TUBB2A","TUBB2A"
"MCHR2-AS1","MCHR2-AS1"
"LOC728024","LOC728024"
"SSR4P1","SSR4P1"
"LINC02499","LINC02499"
"GOLGA8O","GOLGA8O"
"LINC00290","LINC00290"
"LINC02458","LINC02458"
"ZBTB8B","ZBTB8B"
"NUTM2A","NUTM2A"
"NUTM2D","NUTM2D"
"TSPY3","TSPY3"
"LINC02363","LINC02363"
"NUTM2A-AS1","NUTM2A-AS1"
"LINC00460","LINC00460"
"RSPH10B2","RSPH10B2"
"FAM155A","FAM155A"
"FAM245A","FAM245A"
"KRTAP4-8","KRTAP4-8"
"LINC01433","LINC01433"
"TMEM191B","TMEM191B"
"PI4KAP1","PI4KAP1"
"MAGED4","MAGED4"
"KRTAP1-4","KRTAP1-4"
"FAM157A","FAM157A"
"CARMN","CARMN"
"MAGEA9B","MAGEA9B"
"CLEC19A","CLEC19A"
"KRTAP2-2","KRTAP2-2"
"D2HGDH","D2HGDH"
"KRTAP19-8","KRTAP19-8"
"TUBG1","TUBG1"
"GOLGA6L7","GOLGA6L7"
"KRTAP9-1","KRTAP9-1"
"LINC01881","LINC01881"
"GTF2H2C","GTF2H2C"
"LINC00992","LINC00992"
"DEFA1B","DEFA1B"
"OVOL3","OVOL3"
"ARHGEF34P","ARHGEF34P"
"POTEF","POTEF"
"LOC728392","LOC728392"
"TUFM","TUFM"
"TPI1P3","TPI1P3"
"TSPY8","TSPY8"
"PARGP1","PARGP1"
"LINC01548","LINC01548"
"GUSBP1","GUSBP1"
"LINC01137","LINC01137"
"PPIEL","PPIEL"
"TGFB2-AS1","TGFB2-AS1"
"METTL24","METTL24"
"DNLZ","DNLZ"
"FAM74A3","FAM74A3"
"SPDYE8","SPDYE8"
"C2orf92","C2orf92"
"LOC728554","LOC728554"
"ENTPD1-AS1","ENTPD1-AS1"
"C12orf73","C12orf73"
"CNTNAP3B","CNTNAP3B"
"CCDC169","CCDC169"
"TUFT1","TUFT1"
"PCAT18","PCAT18"
"SDHAP3","SDHAP3"
"LOC728613","LOC728613"
"ASB9P1","ASB9P1"
"CCDC30","CCDC30"
"SKP1P2","SKP1P2"
"DHRS4L1","DHRS4L1"
"MEIKIN","MEIKIN"
"FAM133CP","FAM133CP"
"CDK11A","CDK11A"
"HNRNPA1P33","HNRNPA1P33"
"HULC","HULC"
"SLC35E2B","SLC35E2B"
"EIF3CL","EIF3CL"
"TULP1","TULP1"
"SPANXA2","SPANXA2"
"LINC01346","LINC01346"
"ZBED3-AS1","ZBED3-AS1"
"LINC00977","LINC00977"
"MAP4K3-DT","MAP4K3-DT"
"LOC728739","LOC728739"
"LOC728743","LOC728743"
"ANKRD20A4P","ANKRD20A4P"
"LOC728752","LOC728752"
"PIN4P1","PIN4P1"
"PABPC1P2","PABPC1P2"
"ANKDD1B","ANKDD1B"
"FRMPD2B","FRMPD2B"
"TULP2","TULP2"
"NSFP1","NSFP1"
"C1GALT1C1L","C1GALT1C1L"
"FAM72D","FAM72D"
"NBPF8","NBPF8"
"LINC00623","LINC00623"
"C12orf71","C12orf71"
"FAM182B","FAM182B"
"TULP3","TULP3"
"ZNF736","ZNF736"
"PPIAL4F","PPIAL4F"
"ZNF705D","ZNF705D"
"RPS15AP10","RPS15AP10"
"UNC5B-AS1","UNC5B-AS1"
"LOC728989","LOC728989"
"C6","C6"
"HIRA","HIRA"
"ZBED5-AS1","ZBED5-AS1"
"RPEL1","RPEL1"
"SLC15A5","SLC15A5"
"FAAHP1","FAAHP1"
"TEX46","TEX46"
"LOC729080","LOC729080"
"OIP5-AS1","OIP5-AS1"
"GASK1A","GASK1A"
"AGAP5","AGAP5"
"BMS1P4","BMS1P4"
"TWIST1","TWIST1"
"RGPD4-AS1","RGPD4-AS1"
"GTF2IRD1P1","GTF2IRD1P1"
"ANKRD20A8P","ANKRD20A8P"
"KATNBL1P6","KATNBL1P6"
"NBAT1","NBAT1"
"STXBP5-AS1","STXBP5-AS1"
"TNFSF4","TNFSF4"
"FLJ45513","FLJ45513"
"CCR2","CCR2"
"FAHD2CP","FAHD2CP"
"SFTPA2","SFTPA2"
"KRT16P1","KRT16P1"
"TP53TG3D","TP53TG3D"
"ZNF286B","ZNF286B"
"TNFRSF4","TNFRSF4"
"OC90","OC90"
"CETN4P","CETN4P"
"PLIN4","PLIN4"
"FAM86HP","FAM86HP"
"TRIM49D2","TRIM49D2"
"GAGE12J","GAGE12J"
"TXK","TXK"
"LMO7DN","LMO7DN"
"CASTOR2","CASTOR2"
"CCDC61","CCDC61"
"GAGE2A","GAGE2A"
"HSD52","HSD52"
"RAD51AP2","RAD51AP2"
"TXN","TXN"
"LINC02226","LINC02226"
"TMEM242","TMEM242"
"AACSP1","AACSP1"
"FAM72A","FAM72A"
"RGPD6","RGPD6"
"DIRC3","DIRC3"
"SPDYE6","SPDYE6"
"TXNRD1","TXNRD1"
"CHP1P2","CHP1P2"
"LOC729609","LOC729609"
"FLJ37453","FLJ37453"
"PRR23A","PRR23A"
"MRS2P2","MRS2P2"
"ZNF812P","ZNF812P"
"CCDC175","CCDC175"
"LINC00847","LINC00847"
"LOC729683","LOC729683"
"FAM90A2P","FAM90A2P"
"TYK2","TYK2"
"DNAJC27-AS1","DNAJC27-AS1"
"LOC729732","LOC729732"
"LOC729737","LOC729737"
"PPIAP46","PPIAP46"
"ZNF878","ZNF878"
"OR4F29","OR4F29"
"CEACAM18","CEACAM18"
"GOLGA8CP","GOLGA8CP"
"SEC14L1P1","SEC14L1P1"
"TYMS","TYMS"
"FAM160A1","FAM160A1"
"UMAD1","UMAD1"
"LSP1P3","LSP1P3"
"TBC1D3","TBC1D3"
"TBC1D3H","TBC1D3H"
"TYR","TYR"
"ANKRD34C-AS1","ANKRD34C-AS1"
"CRPPA","CRPPA"
"LOC729930","LOC729930"
"LINC01915","LINC01915"
"SHISA7","SHISA7"
"LOC729966","LOC729966"
"MORN2","MORN2"
"CNN3-DT","CNN3-DT"
"RFPL4AL1","RFPL4AL1"
"LINC01530","LINC01530"
"LINC01776","LINC01776"
"BORCS8","BORCS8"
"SHISA9","SHISA9"
"C7","C7"
"SEC14L6","SEC14L6"
"ABCC6P2","ABCC6P2"
"ZNF814","ZNF814"
"ZNF726","ZNF726"
"LINC00886","LINC00886"
"RRN3P1","RRN3P1"
"MOSMO","MOSMO"
"TYRO3","TYRO3"
"LOC730101","LOC730101"
"CRYZL2P","CRYZL2P"
"FAM166B","FAM166B"
"TMEM229A","TMEM229A"
"GSTA7P","GSTA7P"
"TEX50","TEX50"
"LOC730183","LOC730183"
"MEIS1-AS3","MEIS1-AS3"
"TYRO3P","TYRO3P"
"LINC01136","LINC01136"
"ACOD1","ACOD1"
"PPIAL4E","PPIAL4E"
"ZNF735","ZNF735"
"TYROBP","TYROBP"
"TYRP1","TYRP1"
"LOC730668","LOC730668"
"U2AF1","U2AF1"
"KRTAP2-3","KRTAP2-3"
"MYT1L-AS1","MYT1L-AS1"
"LINC02447","LINC02447"
"C8A","C8A"
"UBA52","UBA52"
"RFX8","RFX8"
"LINC01220","LINC01220"
"LINC01347","LINC01347"
"UBB","UBB"
"MIR3945HG","MIR3945HG"
"UBC","UBC"
"UBA1","UBA1"
"LINC01300","LINC01300"
"FAM238B","FAM238B"
"UBA7","UBA7"
"UBE2A","UBE2A"
"C8B","C8B"
"UBE2B","UBE2B"
"UBE2D1","UBE2D1"
"UBE2D2","UBE2D2"
"TDRG1","TDRG1"
"LINC00917","LINC00917"
"UBE2D3","UBE2D3"
"UBE2E1","UBE2E1"
"UBE2E2","UBE2E2"
"UBE2G1","UBE2G1"
"UBE2G2","UBE2G2"
"UBE2H","UBE2H"
"UBE2I","UBE2I"
"C8G","C8G"
"UBE2L3","UBE2L3"
"UBE2N","UBE2N"
"UBE2V1","UBE2V1"
"UBE2V2","UBE2V2"
"UBE3A","UBE3A"
"OSGIN2","OSGIN2"
"SUMO1","SUMO1"
"UBP1","UBP1"
"UBTF","UBTF"
"UCHL1","UCHL1"
"UCHL3","UCHL3"
"UPK1B","UPK1B"
"UCN","UCN"
"C9","C9"
"UCP1","UCP1"
"UCP2","UCP2"
"UCP3","UCP3"
"UFD1","UFD1"
"SNHG9","SNHG9"
"SLC35A2","SLC35A2"
"SCGB1A1","SCGB1A1"
"UGCG","UGCG"
"UGDH","UGDH"
"UGP2","UGP2"
"UGT2B4","UGT2B4"
