Feature_ID,row m/z,row retention time,row identity (all IDs),Identity Mapped,FormulaMapped,KEGG,HMDB,PubChem,row number of detected peaks,Number of non-zero peaks,Percent pre-gap peaks,Percent non-zero peaks,Heavy-labeled flag,Identified flag,Non-heavy identified flag
neg_00675,366.1082195,6.073830723,,,,,,,7,78,7.954545455,88.63636364,0,0,0
neg_00677,227.1285965,1.326063445,,,,,,,8,88,9.090909091,100,0,0,0
neg_00678,225.0513804,1.329546552,,,,,,,32,81,36.36363636,92.04545455,0,0,0
neg_00679,287.0516041,3.829684681,,,,,,,85,87,96.59090909,98.86363636,0,0,0
neg_00680,247.0035177,4.075247196,,,,,,,74,87,84.09090909,98.86363636,0,0,0
neg_00681,436.2822888,1.301462644,,,,,,,87,88,98.86363636,100,0,0,0
neg_00682,271.0600119,5.003418869,,,,,,,81,87,92.04545455,98.86363636,0,0,0
neg_00683,227.2013629,2.377484185,,,,,,,81,88,92.04545455,100,0,0,0
neg_00684,379.0711916,1.313447303,,,,,,,22,58,25,65.90909091,0,0,0
neg_00685,143.9756018,5.195615498,,,,,,,70,87,79.54545455,98.86363636,0,0,0
neg_00686,161.0089507,6.085646729,,,,,,,69,88,78.40909091,100,0,0,0
neg_00687,350.08094,1.181671433,,,,,,,31,58,35.22727273,65.90909091,0,0,0
neg_00688,535.1532829,3.345443458,,,,,,,64,87,72.72727273,98.86363636,0,0,0
neg_00689,182.0456394,1.325572458,4-PYRIDOXATE,4-Pyridoxate,C8H9NO4,C00847,HMDB0000017,6723,33,88,37.5,100,0,1,1
neg_00690,241.1805564,1.151744225,,,,,,,63,88,71.59090909,100,0,0,0
neg_00691,266.0889397,2.608846223,2'-DEOXYGUANOSINE;ADENOSINE,2'-Deoxyguanosine|Adenosine,C10H13N5O4|C10H13N5O4,C00330|C00212,HMDB0000085|HMDB0000050,187790|60961,55,86,62.5,97.72727273,0,1,1
neg_00692,96.95204363,4.076579783,,,,,,,82,88,93.18181818,100,0,0,0
neg_00693,146.0585868,5.128214652,,,,,,,87,87,98.86363636,98.86363636,0,0,0
neg_00694,243.1708306,1.290852774,,,,,,,84,88,95.45454545,100,0,0,0
neg_00695,188.0925798,2.374244612,,,,,,,87,88,98.86363636,100,0,0,0
neg_00696,413.0902931,4.50036693,,,,,,,23,86,26.13636364,97.72727273,0,0,0
neg_00697,234.0015384,5.371144383,,,,,,,82,87,93.18181818,98.86363636,0,0,0
neg_00698,388.9577825,6.007039398,,,,,,,54,88,61.36363636,100,0,0,0
neg_00699,383.0996252,6.071208931,,,,,,,7,85,7.954545455,96.59090909,0,0,0
neg_00700,255.3075299,1.141686393,,,,,,,58,88,65.90909091,100,0,0,0
neg_00701,334.1250719,5.579202736,,,,,,,84,87,95.45454545,98.86363636,0,0,0
neg_00702,387.1805244,1.20740296,,,,,,,26,71,29.54545455,80.68181818,0,0,0
neg_00703,215.0121636,2.36155785,,,,,,,12,88,13.63636364,100,0,0,0
neg_00704,247.0567396,6.692351539,,,,,,,85,87,96.59090909,98.86363636,0,0,0
neg_00705,192.0333404,2.379035128,,,,,,,87,88,98.86363636,100,0,0,0
neg_00706,360.135987,1.336086317,,,,,,,5,14,5.681818182,15.90909091,0,0,0
neg_00707,359.1189233,6.069679795,,,,,,,32,87,36.36363636,98.86363636,0,0,0
neg_00709,88.97751743,2.648296197,,,,,,,57,87,64.77272727,98.86363636,0,0,0
neg_00710,345.0292433,1.326668281,,,,,,,19,44,21.59090909,50,0,0,0
neg_00711,77.02840065,5.421383223,,,,,,,87,88,98.86363636,100,0,0,0
neg_00712,228.9294275,4.069957154,,,,,,,40,88,45.45454545,100,0,0,0
neg_00713,213.1492886,1.183587174,,,,,,,56,88,63.63636364,100,0,0,0
neg_00714,182.0584957,5.121139659,PHOSPHOCHOLINE,Phosphocholine,C5H14NO4P,C00588,HMDB0001565,1014,81,87,92.04545455,98.86363636,0,1,1
neg_00715,201.1241505,2.374729471,,,,,,,86,87,97.72727273,98.86363636,0,0,0
neg_00716,89.03460212,2.666407741,,,,,,,81,87,92.04545455,98.86363636,0,0,0
neg_00717,329.2479375,1.121280691,,,,,,,87,88,98.86363636,100,0,0,0
neg_00718,408.1406466,2.975174562,,,,,,,85,87,96.59090909,98.86363636,0,0,0
neg_00719,143.1074704,2.379078212,,,,,,,60,88,68.18181818,100,0,0,0
neg_00720,326.0639814,4.087865773,,,,,,,44,87,50,98.86363636,0,0,0
neg_00721,311.1054129,2.375094488,,,,,,,42,88,47.72727273,100,0,0,0
neg_00722,478.2930167,1.291894313,,,,,,,87,88,98.86363636,100,0,0,0
neg_00723,120.0565006,2.321047898,,,,,,,58,88,65.90909091,100,0,0,0
neg_00724,131.0824026,5.541189086,,,,,,,87,88,98.86363636,100,0,0,0
neg_00725,92.02532475,2.325055057,,,,,,,76,88,86.36363636,100,0,0,0
neg_00726,241.1190699,1.326161918,,,,,,,75,88,85.22727273,100,0,0,0
neg_00727,134.0357528,2.324075105,,,,,,,81,88,92.04545455,100,0,0,0
neg_00728,180.8592569,4.064255459,,,,,,,41,88,46.59090909,100,0,0,0
neg_00729,161.913343,2.862603133,,,,,,,79,88,89.77272727,100,0,0,0
neg_00730,166.0402011,1.247627799,,,,,,,77,88,87.5,100,0,0,0
neg_00731,167.1073855,1.218312107,,,,,,,54,88,61.36363636,100,0,0,0
neg_00732,653.1384021,4.708077091,,,,,,,85,86,96.59090909,97.72727273,0,0,0
neg_00733,174.0122024,6.944338255,,,,,,,38,87,43.18181818,98.86363636,0,0,0
neg_00734,241.1442281,1.325279087,,,,,,,87,88,98.86363636,100,0,0,0
neg_00735,171.0408073,5.431488835,,,,,,,70,88,79.54545455,100,0,0,0
neg_00737,133.0270151,5.153302305,,,,,,,86,87,97.72727273,98.86363636,0,0,0
neg_00738,304.0602047,4.084346547,,,,,,,30,88,34.09090909,100,0,0,0
neg_00739,464.3138666,2.370621908,,,,,,,87,88,98.86363636,100,0,0,0
neg_00740,323.0190325,1.325838436,,,,,,,19,42,21.59090909,47.72727273,0,0,0
neg_00741,580.3244631,2.377247116,,,,,,,86,88,97.72727273,100,0,0,0
neg_00742,200.8057817,4.061045071,,,,,,,46,88,52.27272727,100,0,0,0
neg_00743,199.1700582,2.378491169,,,,,,,64,88,72.72727273,100,0,0,0
neg_00744,437.2668183,1.303018151,,,,,,,87,88,98.86363636,100,0,0,0
neg_00745,298.9622193,2.640153219,,,,,,,8,24,9.090909091,27.27272727,0,0,0
neg_00746,241.0115286,6.115303008,,,,,,,81,87,92.04545455,98.86363636,0,0,0
neg_00747,258.0559262,4.063659418,,,,,,,66,87,75,98.86363636,0,0,0
neg_00748,364.1063287,2.61821421,,,,,,,56,86,63.63636364,97.72727273,0,0,0
neg_00749,167.0281838,2.368100819,,,,,,,24,74,27.27272727,84.09090909,0,0,0
neg_00750,302.0722226,5.356627784,,,,,,,23,87,26.13636364,98.86363636,0,0,0
neg_00751,98.96637021,6.373549453,,,,,,,10,88,11.36363636,100,0,0,0
neg_00752,150.034925,1.331908358,,,,,,,83,87,94.31818182,98.86363636,0,0,0
neg_00753,222.7644332,3.829548896,,,,,,,67,88,76.13636364,100,0,0,0
neg_00754,425.2303403,1.32166365,,,,,,,2,87,2.272727273,98.86363636,0,0,0
neg_00755,231.1345915,1.32802763,,,,,,,87,88,98.86363636,100,0,0,0
neg_00756,147.0657942,5.124399821,,,,,,,86,88,97.72727273,100,0,0,0
neg_00757,573.2465077,1.389063426,,,,,,,3,21,3.409090909,23.86363636,0,0,0
neg_00758,385.1497977,2.372783042,,,,,,,21,88,23.86363636,100,0,0,0
neg_00759,216.0427979,4.103018045,,,,,,,26,87,29.54545455,98.86363636,0,0,0
neg_00760,208.0645149,2.372388748,,,,,,,29,88,32.95454545,100,0,0,0
neg_00761,279.9806965,6.075155518,,,,,,,20,87,22.72727273,98.86363636,0,0,0
neg_00762,127.0762611,2.376495131,,,,,,,6,88,6.818181818,100,0,0,0
neg_00763,150.0227236,4.904445376,,,,,,,75,88,85.22727273,100,0,0,0
neg_00765,186.0781629,2.322423144,,,,,,,36,88,40.90909091,100,0,0,0
neg_00766,524.298245,1.18680493,,,,,,,87,88,98.86363636,100,0,0,0
neg_00767,342.9868698,2.972137134,,,,,,,78,87,88.63636364,98.86363636,0,0,0
neg_00768,147.0490317,3.092480343,,,,,,,10,88,11.36363636,100,0,0,0
neg_00769,96.98726124,4.072740955,,,,,,,80,88,90.90909091,100,0,0,0
neg_00770,153.9965815,2.368035025,,,,,,,8,59,9.090909091,67.04545455,0,0,0
neg_00771,697.2897726,1.144970764,,,,,,,79,88,89.77272727,100,0,0,0
neg_00772,249.1855258,1.141548347,,,,,,,60,87,68.18181818,98.86363636,0,0,0
neg_00773,97.97302076,4.066903236,,,,,,,32,88,36.36363636,100,0,0,0
neg_00774,478.2930099,2.373729442,,,,,,,87,88,98.86363636,100,0,0,0
neg_00775,336.0456261,3.937539562,,,,,,,18,87,20.45454545,98.86363636,0,0,0
neg_00776,255.0874157,2.357223118,,,,,,,63,88,71.59090909,100,0,0,0
neg_00777,229.1552722,1.318427092,,,,,,,86,87,97.72727273,98.86363636,0,0,0
neg_00778,619.287994,1.193665698,,,,,,,87,87,98.86363636,98.86363636,0,0,0
neg_00779,425.2303029,2.379460348,,,,,,,2,71,2.272727273,80.68181818,0,0,0
neg_00780,343.2119769,2.375895915,,,,,,,84,88,95.45454545,100,0,0,0
neg_00781,283.1097438,1.122630045,,,,,,,79,88,89.77272727,100,0,0,0
neg_00783,202.9974456,3.963251294,,,,,,,14,87,15.90909091,98.86363636,0,0,0
neg_00784,364.0404316,2.367182146,,,,,,,3,58,3.409090909,65.90909091,0,0,0
neg_00785,293.0512433,3.035504989,,,,,,,83,87,94.31818182,98.86363636,0,0,0
neg_00786,99.04502738,2.378788908,,,,,,,27,88,30.68181818,100,0,0,0
neg_00787,200.060873,2.518883259,,,,,,,14,85,15.90909091,96.59090909,0,0,0
neg_00788,190.0506894,3.337248434,5-HYDROXYINDOLEACETATE,5-Hydroxyindoleacetate,C10H9NO3,C05635,HMDB0000763,1826,83,88,94.31818182,100,0,1,1
neg_00789,126.019484,3.037679739,,,,,,,85,88,96.59090909,100,0,0,0
neg_00790,207.1022461,1.185267876,,,,,,,63,87,71.59090909,98.86363636,0,0,0
neg_00791,80.97475358,4.070822262,,,,,,,81,88,92.04545455,100,0,0,0
neg_00792,279.232371,2.378150143,,,,,,,57,88,64.77272727,100,0,0,0
neg_00793,260.0228298,5.129744181,,,,,,,65,87,73.86363636,98.86363636,0,0,0
neg_00794,619.2879091,2.37053376,,,,,,,87,87,98.86363636,98.86363636,0,0,0
neg_00795,224.0229804,5.35883095,,,,,,,70,88,79.54545455,100,0,0,0
neg_00796,152.8718012,4.05643952,,,,,,,76,88,86.36363636,100,0,0,0
neg_00797,873.6673892,2.351939878,,,,,,,17,88,19.31818182,100,0,0,0
neg_00798,500.2777436,1.286789462,,,,,,,87,88,98.86363636,100,0,0,0
neg_00799,218.0349158,4.075379601,,,,,,,78,87,88.63636364,98.86363636,0,0,0
neg_00800,130.0408368,2.319213345,,,,,,,41,88,46.59090909,100,0,0,0
neg_00801,276.9922988,4.584581217,,,,,,,74,86,84.09090909,97.72727273,0,0,0
neg_00802,171.138756,2.378404692,,,,,,,52,88,59.09090909,100,0,0,0
neg_00803,522.0870924,4.58293321,,,,,,,62,85,70.45454545,96.59090909,0,0,0
neg_00804,303.6806451,3.857488714,,,,,,,6,53,6.818181818,60.22727273,0,0,0
neg_00805,231.0981622,4.094019643,,,,,,,19,87,21.59090909,98.86363636,0,0,0
neg_00806,298.8856784,4.004222232,,,,,,,51,87,57.95454545,98.86363636,0,0,0
neg_00807,178.8585126,4.06530565,,,,,,,20,88,22.72727273,100,0,0,0
neg_00808,307.0726374,5.055750861,,,,,,,75,87,85.22727273,98.86363636,0,0,0
neg_00809,321.0627609,6.029689304,,,,,,,11,87,12.5,98.86363636,0,0,0
neg_00810,735.528361,2.358966377,,,,,,,87,87,98.86363636,98.86363636,0,0,0
neg_00811,761.5443603,2.359039302,,,,,,,87,88,98.86363636,100,0,0,0
neg_00812,266.0876197,6.025843042,,,,,,,81,88,92.04545455,100,0,0,0
neg_00813,307.2637605,1.126552474,,,,,,,84,88,95.45454545,100,0,0,0
neg_00814,236.0923618,2.370774273,,,,,,,87,88,98.86363636,100,0,0,0
neg_00815,229.0567533,4.070514361,,,,,,,47,87,53.40909091,98.86363636,0,0,0
neg_00816,285.0182215,6.069467163,,,,,,,44,87,50,98.86363636,0,0,0
neg_00817,442.1240727,4.73116264,,,,,,,5,87,5.681818182,98.86363636,0,0,0
neg_00818,462.2980438,2.371751715,,,,,,,87,87,98.86363636,98.86363636,0,0,0
neg_00819,143.9012789,8.440681848,,,,,,,22,87,25,98.86363636,0,0,0
neg_00820,89.07063854,2.652695976,,,,,,,59,87,67.04545455,98.86363636,0,0,0
neg_00821,87.02364256,2.380587544,,,,,,,8,88,9.090909091,100,0,0,0
neg_00822,707.3266244,1.25670598,,,,,,,9,74,10.22727273,84.09090909,0,0,0
neg_00823,153.9965928,1.313179049,,,,,,,8,60,9.090909091,68.18181818,0,0,0
neg_00824,167.0141765,2.932054129,,,,,,,22,57,25,64.77272727,0,0,0
neg_00825,791.5898911,2.355284921,,,,,,,7,88,7.954545455,100,0,0,0
neg_00826,251.2012583,1.144056926,,,,,,,60,88,68.18181818,100,0,0,0
neg_00827,136.019298,2.388918129,,,,,,,80,87,90.90909091,98.86363636,0,0,0
neg_00828,88.05552122,4.964394311,,,,,,,84,87,95.45454545,98.86363636,0,0,0
neg_00829,68.99810559,4.075870013,,,,,,,4,88,4.545454545,100,0,0,0
neg_00830,237.0909482,2.370193576,,,,,,,66,88,75,100,0,0,0
neg_00832,105.0441518,1.452476276,,,,,,,6,87,6.818181818,98.86363636,0,0,0
neg_00833,452.2776029,1.305965846,,,,,,,86,88,97.72727273,100,0,0,0
neg_00834,462.2979671,1.288487725,,,,,,,87,87,98.86363636,98.86363636,0,0,0
neg_00835,174.0557255,2.431377027,INDOLE-3-ACETATE,Indole-3-Acetate,C10H9NO2,C00954,HMDB0000197,802,63,88,71.59090909,100,0,1,1
neg_00836,554.3085905,1.313897309,,,,,,,64,88,72.72727273,100,0,0,0
neg_00837,464.3139165,1.29075715,,,,,,,87,88,98.86363636,100,0,0,0
neg_00838,279.0523385,3.984279249,,,,,,,39,87,44.31818182,98.86363636,0,0,0
neg_00839,355.1048026,4.20156768,,,,,,,84,87,95.45454545,98.86363636,0,0,0
neg_00840,86.9937155,2.380057783,,,,,,,10,88,11.36363636,100,0,0,0
neg_00841,460.327447,1.310983034,,,,,,,69,87,78.40909091,98.86363636,0,0,0
neg_00842,427.1256965,4.772133072,,,,,,,4,61,4.545454545,69.31818182,0,0,0
neg_00843,241.0718402,1.140092605,LUMICHROME,Lumichrome,C12H10N4O2,C01727,HMDB0254199,506,63,88,71.59090909,100,0,1,1
neg_00844,88.02504744,4.963549453,,,,,,,84,87,95.45454545,98.86363636,0,0,0
neg_00845,167.0281701,1.316172325,,,,,,,25,75,28.40909091,85.22727273,0,0,0
neg_00846,268.988674,3.961810846,,,,,,,16,87,18.18181818,98.86363636,0,0,0
neg_00847,215.1647681,1.170516082,OMEGA-HYDROXYDODECANOIC ACID,Omega-hydroxydodecanoic acid,C12H24O3,C08317,HMDB0002059,79034,65,88,73.86363636,100,0,1,1
neg_00848,197.0216036,4.882995979,,,,,,,52,88,59.09090909,100,0,0,0
neg_00849,245.9705592,4.18108681,,,,,,,72,88,81.81818182,100,0,0,0
neg_00850,373.086791,4.554950337,,,,,,,42,85,47.72727273,96.59090909,0,0,0
neg_00851,137.0353786,2.380193201,UROCANATE,Urocanate,C6H6N2O2,C00785,HMDB0000301,736715,68,88,77.27272727,100,0,1,1
neg_00852,394.0666779,6.057411784,,,,,,,57,87,64.77272727,98.86363636,0,0,0
neg_00853,489.2765809,1.083841868,,,,,,,87,88,98.86363636,100,0,0,0
neg_00854,145.0140329,2.378706843,,,,,,,87,88,98.86363636,100,0,0,0
neg_00855,177.859683,4.062295869,,,,,,,20,88,22.72727273,100,0,0,0
neg_00856,511.0414272,4.504860103,,,,,,,15,86,17.04545455,97.72727273,0,0,0
neg_00857,261.072264,5.059931793,,,,,,,86,87,97.72727273,98.86363636,0,0,0
neg_00858,312.1084287,2.861137334,,,,,,,11,86,12.5,97.72727273,0,0,0
neg_00859,301.1652803,1.327344937,,,,,,,84,88,95.45454545,100,0,0,0
neg_00861,129.0384772,2.902509042,,,,,,,6,88,6.818181818,100,0,0,0
neg_00862,301.6825581,3.861278317,,,,,,,5,47,5.681818182,53.40909091,0,0,0
neg_00863,224.7624531,3.831477767,,,,,,,52,88,59.09090909,100,0,0,0
neg_00864,168.0428146,4.072628756,,,,,,,39,88,44.31818182,100,0,0,0
neg_00865,244.0222963,4.07261541,,,,,,,7,88,7.954545455,100,0,0,0
neg_00866,201.1241687,4.062512872,,,,,,,40,87,45.45454545,98.86363636,0,0,0
neg_00867,320.0574839,4.07296849,,,,,,,57,88,64.77272727,100,0,0,0
neg_00868,268.0698011,3.347115224,,,,,,,70,87,79.54545455,98.86363636,0,0,0
neg_00869,313.1639642,1.117727405,,,,,,,27,88,30.68181818,100,0,0,0
neg_00870,169.8492888,3.7965209,,,,,,,77,88,87.5,100,0,0,0
neg_00871,256.09508,4.879518063,,,,,,,56,87,63.63636364,98.86363636,0,0,0
neg_00872,285.2065583,1.232197137,,,,,,,12,88,13.63636364,100,0,0,0
neg_00873,200.9969214,5.122406012,,,,,,,63,88,71.59090909,100,0,0,0
neg_00874,190.0717971,1.371856371,,,,,,,86,88,97.72727273,100,0,0,0
neg_00875,295.2271084,1.131677155,,,,,,,82,88,93.18181818,100,0,0,0
neg_00876,604.3242642,2.376601821,,,,,,,64,88,72.72727273,100,0,0,0
neg_00877,241.1190696,2.372229843,,,,,,,74,88,84.09090909,100,0,0,0
neg_00878,233.077517,5.606551831,,,,,,,60,87,68.18181818,98.86363636,0,0,0
neg_00879,187.0721378,3.045671619,,,,,,,84,88,95.45454545,100,0,0,0
neg_00880,88.96792169,1.591244208,,,,,,,59,87,67.04545455,98.86363636,0,0,0
neg_00881,473.2812812,1.092362886,,,,,,,87,88,98.86363636,100,0,0,0
neg_00882,238.0199477,4.58515889,,,,,,,69,86,78.40909091,97.72727273,0,0,0
neg_00883,271.0567116,6.693815133,,,,,,,84,87,95.45454545,98.86363636,0,0,0
neg_00884,232.9390878,5.896463741,,,,,,,37,88,42.04545455,100,0,0,0
neg_00885,435.2506803,2.376245551,,,,,,,87,87,98.86363636,98.86363636,0,0,0
neg_00886,179.8439835,3.838280216,,,,,,,43,88,48.86363636,100,0,0,0
neg_00888,509.2876459,1.131206296,,,,,,,80,88,90.90909091,100,0,0,0
neg_00889,179.0380646,1.337367474,,,,,,,43,88,48.86363636,100,0,0,0
neg_00890,187.1085308,4.112306532,NALPHA-ACETYL-L-LYSINE,N-alpha-Acetyl-L-lysine,C8H16N2O3,C12989,HMDB0000446,92907,75,87,85.22727273,98.86363636,0,1,1
neg_00891,181.9875334,4.706309863,,,,,,,23,47,26.13636364,53.40909091,0,0,0
neg_00892,390.1145194,2.997941533,,,,,,,80,87,90.90909091,98.86363636,0,0,0
neg_00893,156.1153547,1.165279824,,,,,,,10,87,11.36363636,98.86363636,0,0,0
neg_00894,244.9847016,3.803939875,,,,,,,12,88,13.63636364,100,0,0,0
neg_00895,281.0352881,2.967395075,,,,,,,61,87,69.31818182,98.86363636,0,0,0
neg_00896,79.95724338,3.269155257,,,,,,,15,88,17.04545455,100,0,0,0
neg_00897,197.1543372,2.378671499,,,,,,,18,81,20.45454545,92.04545455,0,0,0
neg_00898,98.97388205,4.070850708,,,,,,,81,88,92.04545455,100,0,0,0
neg_00899,500.2777621,2.373764554,,,,,,,87,88,98.86363636,100,0,0,0
neg_00900,307.1142303,5.464551321,,,,,,,46,87,52.27272727,98.86363636,0,0,0
neg_00902,360.9974375,2.977597384,,,,,,,67,88,76.13636364,100,0,0,0
neg_00903,183.1386484,1.190238477,,,,,,,18,88,20.45454545,100,0,0,0
neg_00905,136.0279695,3.033378938,,,,,,,86,88,97.72727273,100,0,0,0
neg_00906,225.0989682,5.457916214,CARNOSINE,Carnosine,C9H14N4O3,C00386,HMDB0000033,439224,23,88,26.13636364,100,0,1,1
neg_00907,243.06174,5.04971523,,,,,,,84,88,95.45454545,100,0,0,0
neg_00908,167.0374341,1.24475066,,,,,,,72,88,81.81818182,100,0,0,0
neg_00909,172.00951,5.360565405,,,,,,,40,88,45.45454545,100,0,0,0
neg_00910,154.8687352,4.055275389,,,,,,,56,88,63.63636364,100,0,0,0
neg_00911,162.9929015,4.785453104,,,,,,,30,48,34.09090909,54.54545455,0,0,0
neg_00912,473.2174217,2.346578166,,,,,,,6,42,6.818181818,47.72727273,0,0,0
neg_00913,174.8605875,4.062371917,,,,,,,19,88,21.59090909,100,0,0,0
neg_00914,114.0194832,2.378227635,,,,,,,78,88,88.63636364,100,0,0,0
neg_00915,236.0771933,5.664610865,,,,,,,84,87,95.45454545,98.86363636,0,0,0
neg_00916,96.94241689,6.793780055,,,,,,,76,88,86.36363636,100,0,0,0
neg_00917,399.9735384,5.270677133,,,,,,,12,87,13.63636364,98.86363636,0,0,0
neg_00918,307.1943284,1.105654833,,,,,,,8,88,9.090909091,100,0,0,0
neg_00919,392.086283,5.063479716,,,,,,,59,87,67.04545455,98.86363636,0,0,0
neg_00920,297.0465255,1.225800187,,,,,,,78,88,88.63636364,100,0,0,0
neg_00921,242.986795,3.802746819,,,,,,,9,86,10.22727273,97.72727273,0,0,0
neg_00922,181.8419847,3.839604203,,,,,,,40,88,45.45454545,100,0,0,0
neg_00923,198.8087818,4.060641807,,,,,,,31,88,35.22727273,100,0,0,0
neg_00924,434.0058095,8.453805535,,,,,,,64,85,72.72727273,96.59090909,0,0,0
neg_00925,239.1648179,1.152597091,,,,,,,45,88,51.13636364,100,0,0,0
neg_00926,487.131019,2.96020435,,,,,,,39,87,44.31818182,98.86363636,0,0,0
neg_00927,217.032577,4.508844331,,,,,,,21,88,23.86363636,100,0,0,0
neg_00928,196.9638446,2.707211865,,,,,,,14,58,15.90909091,65.90909091,0,0,0
neg_00929,386.0614355,5.383791532,,,,,,,64,87,72.72727273,98.86363636,0,0,0
neg_00930,181.0601107,6.074415496,,,,,,,79,88,89.77272727,100,0,0,0
neg_00931,383.1134372,4.389280382,S-(5'-ADENOSYL)-L-HOMOCYSTEINE,S-(5'-adenosyl)-L-homocysteine,C14H20N6O5S,C00021,HMDB0000939,439155,78,87,88.63636364,98.86363636,0,1,1
neg_00932,137.033889,3.991109703,UROCANATE,Urocanate,C6H6N2O2,C00785,HMDB0000301,736715,34,88,38.63636364,100,0,1,1
neg_00933,227.128559,2.383031477,,,,,,,5,88,5.681818182,100,0,0,0
neg_00934,255.1597967,2.377661045,,,,,,,4,84,4.545454545,95.45454545,0,0,0
neg_00935,427.0591674,4.867368311,,,,,,,83,86,94.31818182,97.72727273,0,0,0
neg_00936,540.3294099,1.31169289,,,,,,,80,88,90.90909091,100,0,0,0
neg_00937,176.9166679,6.797598847,,,,,,,81,88,92.04545455,100,0,0,0
neg_00938,298.0354557,4.431984901,,,,,,,73,87,82.95454545,98.86363636,0,0,0
neg_00939,486.3428997,2.376742147,,,,,,,40,86,45.45454545,97.72727273,0,0,0
neg_00940,647.0639381,5.408978288,,,,,,,38,86,43.18181818,97.72727273,0,0,0
neg_00941,298.9622856,1.382625006,,,,,,,7,41,7.954545455,46.59090909,0,0,0
neg_00942,283.0292445,6.079803337,,,,,,,3,79,3.409090909,89.77272727,0,0,0
neg_00943,262.9859191,3.753257495,,,,,,,31,87,35.22727273,98.86363636,0,0,0
neg_00944,329.189739,1.206539205,,,,,,,85,88,96.59090909,100,0,0,0
neg_00945,167.0435277,5.129273981,,,,,,,80,88,90.90909091,100,0,0,0
neg_00946,307.0664696,4.049228485,,,,,,,41,86,46.59090909,97.72727273,0,0,0
neg_00947,341.0366909,3.964613221,,,,,,,2,87,2.272727273,98.86363636,0,0,0
neg_00948,288.9557975,3.834689491,,,,,,,40,87,45.45454545,98.86363636,0,0,0
neg_00949,452.2776019,2.375786698,,,,,,,87,88,98.86363636,100,0,0,0
neg_00950,175.0130724,4.072108761,,,,,,,22,88,25,100,0,0,0
neg_00951,267.1960485,1.136715243,,,,,,,31,88,35.22727273,100,0,0,0
neg_00952,182.9864033,5.127603522,,,,,,,57,88,64.77272727,100,0,0,0
neg_00953,786.5274995,1.122012216,,,,,,,87,87,98.86363636,98.86363636,0,0,0
neg_00954,771.5175188,1.087171884,,,,,,,86,88,97.72727273,100,0,0,0
neg_00955,277.1187578,2.38050309,,,,,,,5,88,5.681818182,100,0,0,0
neg_00956,388.0989114,3.003226087,,,,,,,54,87,61.36363636,98.86363636,0,0,0
neg_00957,108.0202209,2.340527116,,,,,,,21,88,23.86363636,100,0,0,0
neg_00958,257.1754784,2.377183856,,,,,,,5,87,5.681818182,98.86363636,0,0,0
neg_00959,320.9547945,2.413158935,,,,,,,63,87,71.59090909,98.86363636,0,0,0
neg_00960,230.0160624,3.971803182,,,,,,,13,87,14.77272727,98.86363636,0,0,0
neg_00961,338.0721774,3.102619521,,,,,,,82,87,93.18181818,98.86363636,0,0,0
neg_00962,271.931262,5.366075149,,,,,,,74,87,84.09090909,98.86363636,0,0,0
neg_00963,336.8583038,6.799938989,,,,,,,7,88,7.954545455,100,0,0,0
neg_00964,197.0676294,2.413231722,,,,,,,24,85,27.27272727,96.59090909,0,0,0
neg_00965,177.0224303,1.427529106,,,,,,,82,87,93.18181818,98.86363636,0,0,0
neg_00966,364.0404064,1.312949974,,,,,,,3,58,3.409090909,65.90909091,0,0,0
neg_00967,346.1183992,3.032466382,,,,,,,72,88,81.81818182,100,0,0,0
neg_00968,282.0195421,6.081013391,,,,,,,74,87,84.09090909,98.86363636,0,0,0
neg_00969,367.0641031,5.357289175,,,,,,,64,88,72.72727273,100,0,0,0
neg_00970,379.0287681,3.97396602,,,,,,,48,87,54.54545455,98.86363636,0,0,0
neg_00971,386.129615,4.745806278,,,,,,,19,88,21.59090909,100,0,0,0
neg_00972,290.9538178,3.834716302,,,,,,,39,87,44.31818182,98.86363636,0,0,0
neg_00973,245.0067504,1.327710122,,,,,,,80,88,90.90909091,100,0,0,0
neg_00974,248.9831721,5.375360548,,,,,,,63,87,71.59090909,98.86363636,0,0,0
neg_00975,125.0175881,5.00573446,,,,,,,78,88,88.63636364,100,0,0,0
neg_00976,301.1652169,2.382108785,,,,,,,84,88,95.45454545,100,0,0,0
neg_00977,163.9996438,4.851156243,,,,,,,12,88,13.63636364,100,0,0,0
neg_00978,296.8848281,4.006165971,,,,,,,33,87,37.5,98.86363636,0,0,0
neg_00979,331.0712203,4.115661573,,,,,,,4,88,4.545454545,100,0,0,0
neg_00980,385.1153268,4.678113389,,,,,,,84,87,95.45454545,98.86363636,0,0,0
neg_00981,258.0380696,5.407013827,D-GLUCOSAMINE 6-PHOSPHATE,D-Glucosamine 6-phosphate,C6H14NO8P,,HMDB0250754,4201865,86,87,97.72727273,98.86363636,0,1,1
neg_00982,279.1631538,1.115746819,,,,,,,9,88,10.22727273,100,0,0,0
neg_00983,250.9819988,4.011872671,,,,,,,5,87,5.681818182,98.86363636,0,0,0
neg_00984,367.0095753,6.043257083,,,,,,,3,73,3.409090909,82.95454545,0,0,0
neg_00985,401.0051311,5.411920493,,,,,,,32,87,36.36363636,98.86363636,0,0,0
neg_00986,239.0338252,5.578421127,,,,,,,53,88,60.22727273,100,0,0,0
neg_00987,426.1611087,5.649370059,,,,,,,16,87,18.18181818,98.86363636,0,0,0
