Feature_ID,K1A,K2A ,K2B ,K2C,K3A ,K4A ,K5B,K5C,K6A,K6B,TK1A ,TK2A,TK4A,TK4B,TK4C,TK4D,TK5B,TK5C,TK5D,TK5E
414,13.06584407,12.92174665,13.35573971,13.12227178,12.90888481,13.00409352,13.41635272,12.99383571,12.94638818,12.99025694,13.25192646,15.43340029,13.21767824,13.14804254,12.9430339,13.1497309,13.4881123,14.68056065,15.37833504,13.20244177
901,15.00840983,15.46095098,15.26504736,15.31743792,15.63464013,15.20156211,17.47617322,16.06506059,15.51102115,15.63877497,17.44607294,16.8975771,15.89664529,15.81829719,15.70433166,16.03260708,16.65187328,16.32934783,16.39193053,15.76353853
5595,16.49443855,16.63290115,16.01163888,16.47893489,16.35054387,16.35532454,15.83861007,16.00732799,16.57024222,16.91118728,16.28881813,18.95577423,16.52835359,17.41399256,16.54399675,16.87221769,16.56528078,17.23438563,16.91464335,16.54211607
4738,10.49343092,11.19290017,10.37544047,10.75991027,10.42106111,,,,,,10.6546761,11.90319763,11.27156623,11.20179775,11.13689437,,,,,
349,13.05982529,13.50300608,13.39151777,13.6496518,13.44993564,13.20385429,13.35357663,13.42466438,13.20757068,13.47632303,11.88560897,11.78316878,11.67392796,11.80349867,11.76963525,11.86203055,11.71763249,11.74705071,11.56515367,11.34894814
3162,14.69875654,14.78059011,14.56257564,14.64746946,14.28805955,14.52167375,14.12711862,14.74884164,14.38059886,14.36692875,12.99714766,12.97061188,12.76469349,12.82106599,12.88131326,12.80338241,13.01019463,12.90490159,12.7021508,12.53865709
6710,13.1347417,13.87246624,14.03895639,13.88777179,13.57386475,12.62464564,13.12044212,13.37696168,12.797657,13.05771762,11.75492286,11.36123767,11.73968948,11.640618,11.40394347,11.08211696,11.10823438,10.86357123,11.00319996,10.92978805
4940,15.10888127,14.28089391,14.45949083,14.77481487,14.75895955,14.76295679,13.88040773,14.5882405,14.87752807,15.0094877,13.43212625,13.23936859,13.22849462,13.16598962,13.36615856,13.34548306,12.99304157,12.90785788,12.79424906,13.25824731
914,18.97252695,17.26816097,17.23549539,18.01342595,19.38151626,20.00783194,17.72761764,17.91660654,19.84283742,19.76678184,16.06320253,15.76557628,15.81641732,15.89417819,15.84850487,17.01897508,16.83740014,16.72425965,16.69769595,16.76933587
5250,,,,,,14.27384587,13.67330285,14.04658391,13.95191379,14.23810457,,,,,,12.13291755,12.1132951,12.2888661,12.04191284,12.09738618
1054,14.37267845,14.6498669,15.38038313,14.9742163,14.62993795,14.3053812,14.36455312,14.77162724,14.02528314,14.22823785,13.38497269,13.51148439,13.55064976,13.64741185,13.64974192,13.242327,13.22220932,13.16717065,13.0876787,12.96806755
3404,,10.08849303,9.490404129,9.393945657,9.610818711,9.021192857,8.814614015,9.088108557,8.685514289,8.98697463,8.513940312,,,,,7.877541802,8.512274072,7.874548725,7.792183545,7.805001071
892,13.82125763,14.19600261,13.55468664,13.89104429,13.85661361,13.08922493,15.58256583,14.14103066,12.95815471,13.24456673,12.43545781,12.92781252,12.66153257,12.51382025,12.60663778,12.9493653,12.05645073,12.13495802,12.31897524,12.9689
962,14.76578809,15.48586156,15.06639589,15.38123115,15.5356687,14.74870962,16.78488691,15.77867448,15.20088024,15.43560535,14.12871363,14.67352265,13.99045615,13.87888733,13.74539259,14.46111424,14.47065378,14.70239649,14.80164713,14.31679097
2397,11.50265177,11.76645559,11.24617329,11.91506998,11.57799019,13.62616852,10.88313973,11.24489259,13.62588706,13.46142335,11.58668561,11.47824159,11.31620301,11.50402562,11.5847149,8.667915078,9.382468925,9.622148442,8.36733145,9.990700529
7858,15.35855531,15.38984227,14.81775184,15.07866912,15.28412767,15.08157455,15.18364564,15.7783491,15.04648994,15.06036806,14.75476046,14.06000063,14.34526795,14.62087592,14.82873259,14.45197234,14.76165715,14.41654391,14.13141821,14.28832224
882,11.02319014,11.01617636,10.74842857,11.14635167,12.0102074,11.26342523,13.64800197,11.88732433,10.99673505,10.85744141,10.34774743,9.895701483,10.30560665,10.44776081,9.936817096,10.85136246,10.41954541,9.859107644,9.575601561,10.14354816
877,10.50030333,11.4165709,11.16704082,11.12790269,11.73924961,11.4158585,13.32496774,11.97134907,11.01627263,11.53066211,10.64499815,10.92495035,10.278306,10.20370609,10.19686756,10.53442902,10.48880703,10.58748222,10.45118821,9.686093304
902,14.18766103,14.84611974,14.20518394,14.42015623,15.2295734,14.76778219,18.10397651,16.59205521,15.66811268,15.53703772,12.82270042,14.11172996,13.24220247,13.21556313,12.91957566,14.34749219,14.64926305,14.65206539,14.55794625,14.37431456
3552,15.21273315,14.61587676,14.20048842,14.53897305,14.55404184,14.77708952,14.79511159,14.75470926,14.84798885,14.97710526,14.64517718,14.00777961,14.19367837,13.6350426,13.7115505,14.17414378,13.9859121,13.94964754,13.73429404,14.13221554
3107,13.11807812,13.04833161,12.55568539,15.71195697,14.31686866,16.07680711,16.00591575,13.83823721,15.64804438,14.1222748,12.43208968,13.01932336,12.56831341,12.63655372,12.47176084,13.23871658,13.54851478,13.27104492,13.33044473,13.37711154
2359,14.14150853,14.37947547,14.33166582,14.27737902,14.86428759,14.39961866,16.0991344,15.41226261,14.47390757,14.63623073,12.56380006,12.81952827,13.90645375,13.66196789,13.7052968,14.1025055,14.4227887,14.04607788,13.99446903,13.69750911
5447,10.64932756,11.16149733,10.80475224,10.87673027,10.49292876,12.45081241,11.66371743,11.64122416,13.16437809,12.3688684,10.73075432,10.8670797,11.01048541,10.72991052,10.69799896,10.51059093,9.94629804,9.876705383,9.893720313,9.461973534
889,12.63820362,13.69990699,13.57028357,13.37731405,13.06297237,12.7143734,13.67188172,12.94918721,12.97868759,12.75048937,11.50427837,13.13921227,12.30779557,12.05373873,11.81672136,12.66226327,11.98710845,12.33907975,12.5296964,12.66627921
1209,13.10429147,12.8401101,12.51953849,12.49970056,13.64750255,12.553953,15.66206712,14.20605306,13.25362359,13.48951334,12.06152184,12.46203186,11.83711955,11.94221015,11.78400765,12.20476443,12.62742311,12.50513112,12.82401472,11.93842332
879,10.57918734,11.06100417,10.78826649,10.95338943,11.33807818,,,,,,10.08143384,10.38500256,10.02278441,9.800181526,10.19337264,,,,,
479,,,,,,9.530010343,9.281805962,8.805698969,8.752269613,,,,,,,,8.066254554,7.998971272,8.389083797,7.480862398
878,14.41182312,14.71052564,14.32294315,14.36124343,14.84960456,14.28192038,16.88633704,15.651102,14.61554775,14.71962951,13.7354544,14.58398453,13.80525359,13.59926171,13.4849265,13.98640275,13.98540344,13.71740095,13.95306947,13.96822978
5947,12.33062616,12.31330264,12.45448236,12.24965618,12.20036419,14.18057343,11.86384179,11.6958703,13.39531865,13.09646782,12.14371883,12.04684431,12.05095387,12.10839178,12.14808,11.00407355,11.16469019,11.06686243,10.98924796,11.09792615
5338,13.91201954,13.85174202,12.59305745,13.40138829,14.66123965,14.18240919,13.68597376,13.48942395,14.16198999,14.02941673,12.99722092,12.342926,12.39759033,12.66431193,12.68099425,13.92655108,12.88461892,12.89605343,12.96949625,13.76231109
842,14.96564709,15.36132105,15.21675607,15.0589879,15.66883895,15.09436684,16.83669138,15.95708251,15.04030594,15.30066758,15.24829542,14.86071182,14.49076867,14.49056615,14.34911473,14.7568407,14.93423495,14.67632369,14.53212027,14.26625782
7542,,,,,,11.84932491,10.48926284,10.7431971,12.11881764,11.70302085,,,,,,10.9704608,10.49457678,9.981017675,9.670710711,9.630205417
1488,14.23541182,13.18945002,13.21264902,13.32057972,13.58800531,14.26805321,13.29703245,13.28456487,13.85087819,13.4293273,12.90634199,12.77284222,12.67920625,12.73174618,13.08773495,13.42219399,12.99411472,12.60680906,12.95405698,12.99590355
1720,11.85579646,11.80640741,11.89181757,11.551953,12.03397005,13.40298686,13.38991561,12.62504243,13.23287465,13.21276732,11.96889545,11.94974313,12.01377819,11.63858244,11.63300636,11.59523523,11.34977224,11.22421364,11.39654965,11.40406497
946,12.71178776,14.71560474,14.45060038,14.49992934,13.24901473,13.42044018,15.16511807,13.8905789,13.82023631,13.99304676,12.8282517,13.92298722,12.99196975,12.76033225,12.72456038,13.60118165,13.23810308,12.99471226,13.16616115,12.92896405
7084,14.91278547,16.65659154,15.02181665,15.94052447,15.26738873,14.79701538,17.85473272,15.40210682,14.82809288,14.90889208,14.53344651,14.35596735,14.56252013,14.36534052,14.49688432,14.68089453,14.51286489,14.38220532,14.59366155,14.98793086
6930,15.68443766,14.41037881,13.77561759,15.16683043,14.24070917,15.11836209,13.50863889,13.90428623,14.84712282,15.1761004,13.37954097,14.42269531,13.40768071,13.46176224,13.81343885,13.79795911,14.2715959,13.46214022,13.48565208,13.78628864
985,,,,,,10.06455826,10.79230358,10.27748192,10.17948815,10.26836188,,,,,,9.781100996,9.740115921,9.419705448,9.094469241,9.7259644
6967,10.88110898,11.93568201,10.55808049,11.83966623,11.25831285,10.91808,10.45428721,10.83606393,11.03381348,10.94067138,9.809626268,10.10676347,10.01810987,10.06790885,10.1894137,10.93702173,10.54762489,10.78433119,10.40202709,10.67213967
898,16.16036837,16.91225487,16.55419988,16.62472864,17.06249772,16.48718453,19.11567531,17.57421234,16.7075295,16.9268075,17.19292954,16.66085165,15.90934137,15.89200035,15.83289007,16.06311712,16.03699576,15.62129856,15.94433665,15.6956796
876,12.22907991,13.04957663,12.6070355,12.98356155,12.85507983,11.66804074,13.69992745,12.64211367,11.14768571,11.76946861,11.87178515,12.40406822,11.2366528,11.25478029,11.01678032,11.3988714,11.80321225,11.73368347,12.1082793,11.00542357
4588,10.56458918,9.589617152,9.646142633,9.474760927,10.29660827,10.88246987,9.993862613,10.82065012,11.48093453,11.39257867,9.442414938,9.116755189,9.693369149,8.606378251,9.956809859,10.45046152,9.906223646,8.829439052,9.424593285,9.860314174
896,11.97995094,13.87552941,13.72671665,13.85656175,12.27121055,12.04754288,14.82503883,13.25226937,12.65090525,12.70636589,11.7075736,12.81529945,12.10200366,11.99033812,11.69886811,12.38674681,12.03869597,12.24724333,12.54823583,12.07475564
1243,,,,,,12.72583029,11.76540709,11.22540245,11.98127398,11.07268542,,,,,,10.7002192,10.54909019,10.70664157,10.74970938,10.64477311
3547,11.58467352,13.52395882,14.09237317,13.39763151,12.67165115,11.34649318,12.05178369,12.62344882,11.62862114,11.85874266,10.19436166,12.92362181,11.5038453,11.33242802,10.32113182,11.48056041,12.55658997,11.78036008,11.63836605,10.65393386
903,16.07792791,16.88345992,16.5708468,16.64635821,16.8243931,16.044382,18.50051168,17.08138466,16.30292054,16.46276452,15.9936939,16.36277162,16.12190835,16.05897884,15.87624371,16.10009177,15.85810793,15.64197246,15.62745735,15.81514821
2483,13.92319552,12.8983586,12.62624977,13.26540337,13.51434118,14.94609786,12.90562874,13.88162112,14.7315524,14.62609042,11.99336869,11.80260999,12.44806297,11.88277329,13.34868955,13.89040702,13.33352673,12.96745317,12.76674161,13.40131106
2906,,,,,,12.76526577,12.17364139,12.28563653,12.94511757,12.73334601,,,,,,11.73587879,12.0490614,11.95014964,11.8777881,11.64653833
874,12.80039907,13.33964678,12.74807137,12.80200614,13.11214779,12.84152479,14.89804436,13.9401359,13.23976114,13.64523123,12.35212378,13.57458644,12.22979083,12.24676512,12.18333361,12.87154603,12.47261891,12.66653551,12.68790094,12.33403857
869,14.09631495,13.92112673,13.56914123,13.84811382,13.77655198,14.1330562,15.12734115,13.64887754,13.94272322,14.27289004,13.53225033,13.70014383,13.09771979,13.26204303,13.45444941,13.58146717,13.34455206,13.29504851,13.47845712,13.60034195
2277,14.13728248,16.05059011,13.78315949,14.54473735,14.44920616,14.81291093,15.63469409,14.49340943,15.02141501,14.77713005,14.12946062,13.90605354,13.67874157,14.27644337,14.09692929,14.40600332,13.81937612,13.8097113,13.99908404,14.10485788
4727,10.01869766,10.74436953,10.65768022,10.74940354,10.3383507,,,,,,9.728054114,9.94598973,9.812508604,9.944636601,9.648937253,,,,,
1198,13.50724856,12.20790981,12.2478218,12.33214623,12.71551369,13.64733164,11.64967513,12.30837889,13.53577272,14.02588718,11.6031553,12.12697439,11.72189108,11.75975832,11.95021676,12.76751771,12.08918482,12.07208555,12.14389065,11.91712296
1816,9.418710149,9.9623658,10.28655309,10.15549604,10.44808153,,,,,,9.114186705,9.850004784,9.198594222,9.353359259,8.300309327,,,,,
3102,11.82164571,11.88333422,10.86296166,11.76068291,11.10713888,,,,,,10.45500224,10.53765398,10.82798751,10.54191265,11.08522309,,,,,
7561,15.31537333,15.54919856,16.01777434,15.5368867,15.25336846,15.25189883,15.1612922,15.22184672,15.25867274,15.51923671,14.47597559,16.33119351,14.7567126,14.45465124,14.66086785,14.93089451,14.33814824,14.40443076,14.66420236,14.47519486
1727,13.98282164,13.79597875,13.74273033,13.85856297,14.20273222,15.07721932,15.55010219,14.2287982,14.72991542,14.90324827,13.82677201,13.57769644,13.56566203,13.37972576,13.76606554,14.42494412,13.77318287,13.61049823,13.65666602,13.7837301
3525,13.40433807,12.72219537,12.40164674,13.05582356,13.26686333,14.0921924,13.64177595,13.50681731,14.14873427,14.11673535,13.0425153,12.21035853,12.41844708,12.60989207,13.07361712,13.39689269,12.78994212,12.69304093,12.29889685,13.15557705
983,20.35597934,20.89374894,20.81097568,20.65900667,21.57332504,20.878576,22.56672167,21.97264172,21.01839272,21.17263239,21.36499692,20.70829091,20.20446957,20.22530781,19.96647227,20.63872571,20.87295767,20.62604447,20.37715605,19.85743255
4502,12.62902884,13.14115556,12.95575881,12.94226639,12.95837381,13.12901013,12.70957726,13.3288076,13.10801821,13.21658389,12.93848165,12.65131017,12.82863349,12.83954972,13.10814618,11.84304781,12.32523609,12.15400961,11.95307323,11.45942943
2983,11.89581193,13.02820775,11.19847311,12.03988248,11.42678394,12.12902477,12.68438749,11.56891464,12.39459809,12.04763389,11.3676465,11.08331145,10.92734494,11.28565471,11.68947521,11.80503718,11.62873823,11.47203409,11.44609204,11.59539651
6613,7.407892527,7.485515082,8.659565588,8.354373032,8.052425721,,8.063194155,7.416799586,,,6.176276194,7.352862399,7.672005617,6.320639493,6.81990539,,7.630384883,8.066623491,7.161978502,
2779,10.72926438,11.9864479,11.01775934,11.44726723,11.3051799,10.38634499,12.87346317,11.56513966,11.02755684,11.16588705,10.43093725,10.56501459,10.96087435,10.58146222,10.58663902,10.70479089,11.27444019,10.77804665,10.60251063,10.31244578
4330,9.351530492,9.64807103,10.49357889,9.883460835,9.965984345,,,,,,8.867998045,9.781171451,8.885624542,9.251186605,8.88603183,,,,,
1291,14.76889827,15.21533555,15.22791187,14.90593125,15.63257815,14.78962789,16.36538214,15.79204471,15.02467965,14.94054843,15.40479935,15.03883088,14.49984774,14.40259609,14.21515191,14.90805551,14.98999369,14.68981439,14.35971075,14.09873004
1048,11.26952117,11.2033834,11.29250116,11.69333797,10.83213056,,,,,,10.41268922,11.00222469,10.66456745,10.75576195,10.47264738,,,,,
7493,15.14521107,17.27348019,14.94806898,15.93288304,15.36075562,15.0229799,16.60004415,16.06235375,15.49936318,15.72632306,14.39574476,14.70915744,14.72566807,14.95892814,15.10368615,15.33094909,16.0283364,15.0316482,14.71655745,15.46608105
5024,8.210993877,7.980447722,7.875889569,7.490956375,7.672279538,,,,,,7.430869535,7.260177118,7.539380418,6.475938182,7.176710804,,,,,
930,12.07017028,13.01587716,12.79084812,12.65473157,12.09599684,,,,,,12.37884458,11.83289711,11.45464164,11.87579407,11.64921136,,,,,
3160,16.85473413,19.06854312,16.54044468,18.04851896,17.70123877,16.15055298,17.69390022,17.27941457,16.87828729,16.81638613,16.63476297,17.0317877,16.97474556,16.71655158,16.83565514,16.7091382,16.4224725,16.41733595,15.98519952,16.47841473
844,14.91262025,15.46279943,16.51448147,15.8945901,15.59181791,15.38818504,17.80188721,16.38086154,15.40323334,15.1594757,15.3356388,14.86346413,15.37775715,15.05147898,15.09422696,15.31361129,15.5333818,15.04515533,14.999179,15.2723418
1207,13.18265215,12.81179378,12.29040055,12.47058818,13.21524082,12.54666314,15.28558466,13.69974082,12.72936951,12.82416228,13.0284718,12.85280154,12.20379705,12.08994545,12.07292384,12.47420456,12.63302591,12.27302706,12.37963563,12.29131582
6031,12.76931097,13.09168226,13.04442312,12.79146296,12.96172815,12.90319557,13.48723183,13.07753272,12.98447171,13.14243038,13.25724747,13.43306523,13.59600491,13.91251873,13.80069646,13.5828662,13.48856226,13.47275593,13.60781345,13.49773405
5869,10.89669212,10.89193,10.82407962,10.764958,10.73974852,10.69992999,11.20744187,10.71391103,10.59819189,10.95142078,11.3964322,11.65970398,11.02044167,11.25876739,11.15187118,11.23322842,11.55778387,11.23838548,11.83847621,11.38071794
6205,12.15639081,12.42150395,12.14880761,12.37875033,12.08332806,12.31792802,12.73424966,12.5737688,12.63630275,12.49335743,12.57740411,13.28686988,13.27038464,13.04817626,12.95642122,12.81085261,12.96668706,12.90526498,12.81504038,12.60941157
3767,12.94392396,11.26332958,10.7268094,11.91339506,14.41440715,,,,,,13.77193276,12.62883392,13.62584487,14.66528229,14.68443189,,,,,
4028,11.45647603,11.23726473,11.8861939,11.47198149,11.3557634,11.52856606,11.54879453,11.43633733,11.75434192,11.51047963,11.82782872,11.79126188,12.10455621,12.42252439,12.02323611,12.11965501,11.552345,11.83806532,12.03610394,12.31837786
6010,15.15749545,14.95670859,14.8116139,14.97529123,15.50342148,15.17931884,15.25839381,15.29484878,15.41375673,15.51977762,16.01054134,15.55633717,15.69279807,15.72558756,15.61875559,15.5893543,15.52835183,15.70408696,15.59798989,15.58865334
2140,12.16471493,12.06594462,11.98363054,12.14591315,12.56415384,11.99996837,12.8981505,12.08628286,12.02660896,11.92689805,12.47857822,12.33853808,12.5813306,12.76919454,12.5548597,12.72717863,13.24322049,12.80460643,12.9218494,12.77010094
2715,13.53119328,13.37533881,13.49672359,13.42731354,13.32070908,13.69501126,13.76114678,13.56776117,13.35275671,13.48583265,13.93075948,13.74593476,13.7522097,13.95882326,13.66450259,13.94859684,13.80816175,13.96520743,13.88533146,13.82583179
5903,18.33062758,18.00146059,18.98319792,18.40594513,18.52659479,18.14499156,18.6333399,18.12211932,18.20860705,18.3640204,18.95227926,18.83995674,19.54719541,19.19072849,18.9747567,18.47500028,18.81008391,18.71426946,18.69019412,18.83580323
437,9.141240346,9.66521451,9.799151992,9.980735486,9.479384505,10.02000088,9.743207824,9.727476695,9.085333344,9.531808285,10.0338022,10.02431811,10.14409037,10.17953726,10.12252717,10.04918879,10.56628577,9.928954172,9.934417532,10.26700973
2874,14.18149413,13.86585135,14.08680318,14.15482614,14.41461608,14.24895693,14.35725376,14.18874459,14.20022736,14.26534408,14.66135781,14.85192785,14.62346329,14.56435482,14.47862872,14.43445556,14.44357083,14.67135548,14.46411152,14.39616067
6389,14.05380189,13.88100415,14.13108668,13.84246875,14.09507806,14.14901969,14.02401403,13.85557337,13.95263329,13.93987545,14.48475696,14.04274189,14.27277269,14.32672945,14.56862221,14.25191916,14.67077657,14.71106683,14.2481863,14.43122779
2297,17.04952711,17.46161794,16.77441946,17.10954073,16.76031456,16.58522522,16.34145935,17.10030581,16.60235787,16.70995649,17.34366776,17.50384277,17.19349686,17.56781886,17.21680961,17.09577151,17.36846763,17.81093823,17.25515557,17.3305887
