"","neg_00005","neg_00007","neg_00012","neg_00031","neg_00035","neg_00040","neg_00042","neg_00049","neg_00055","neg_00069","neg_00070","neg_00092","neg_00097","neg_00099","neg_00110","neg_00121","neg_00122","neg_00145","neg_00151","neg_00164","neg_00175","neg_00177","neg_00196","neg_00205","neg_00223","neg_00227","neg_00228","neg_00231","neg_00232","neg_00233","neg_00235","neg_00236","neg_00240","neg_00242","neg_00245","neg_00246","neg_00252","neg_00254","neg_00255","neg_00256","neg_00259","neg_00261","neg_00262","neg_00268","neg_00270","neg_00272","neg_00276","neg_00277","neg_00280","neg_00281","neg_00285","neg_00289","neg_00290","neg_00291","neg_00294","neg_00297","neg_00298","neg_00301","neg_00306","neg_00308","neg_00312","neg_00326","neg_00344","neg_00350","neg_00355","neg_00361","neg_00369","neg_00382","neg_00384","neg_00387","neg_00403","neg_00412","neg_00417","neg_00418","neg_00424","neg_00435","neg_00447","neg_00457","neg_00463","neg_00467","neg_00472","neg_00474","neg_00489","neg_00491","neg_00500","neg_00509","neg_00520","neg_00525","neg_00553","neg_00554","neg_00565","neg_00572","neg_00597","neg_00602","neg_00631","neg_00637","neg_00642","neg_00657","neg_00689","neg_00691","neg_00714","neg_00788","neg_00835","neg_00843","neg_00847","neg_00851","neg_00890","neg_00906","neg_00931","neg_00932","neg_00981","neg_01017","neg_01033","neg_01036","neg_01047","neg_01065","neg_01074","neg_01075","neg_01079","neg_01080","neg_01081","neg_01083","neg_01088","neg_01090","neg_01103","neg_01131","neg_01133","neg_01140","neg_01141","neg_01152","neg_01154","neg_01155","neg_01162","neg_01172","neg_01183","neg_01206","neg_01232","neg_01263","neg_01272","neg_01288","neg_01299","neg_01317","neg_01334","neg_01414","neg_01415","neg_01419","neg_01423","neg_01433","neg_01440","neg_01452","neg_01468","neg_01495","neg_01507","neg_01515","neg_01543","neg_01593","neg_01625","neg_01631","neg_01633","neg_01637","neg_01656","neg_01660","neg_01663","neg_01667","neg_01670","neg_01688","neg_01693","neg_01713","neg_01747","neg_01761","neg_01796","neg_01820","neg_01839","neg_01844","neg_01846","neg_01866","neg_01948","neg_01965","neg_01994","neg_01996","neg_01997","neg_02129","neg_02138","neg_02140","neg_02240","neg_02250","neg_02283","neg_02287","neg_02348","neg_02417","neg_02425","neg_02426","neg_02433","neg_02434","neg_02439","neg_02485","neg_02520","neg_02571","neg_02689","neg_02697","neg_02730","neg_02743","neg_02751","neg_02791","neg_02800","neg_02808","neg_02813","neg_02819","neg_02945","neg_02956","neg_02959","neg_02960","neg_02966","neg_02981","neg_02999","neg_03049","neg_03097","neg_03129","neg_03140","neg_03165","neg_03236","neg_03353","neg_03408","neg_03440","neg_03444","neg_03527","neg_03544","neg_03701","neg_03781","neg_03904","neg_04035","neg_04165","neg_04189","neg_04205","neg_04366","neg_04402","neg_04408","neg_04426","neg_04440","neg_04451","neg_04513","neg_04730","neg_04838","neg_04974","neg_05053","neg_05184","pos_00001","pos_00002","pos_00003","pos_00004","pos_00005","pos_00006","pos_00007","pos_00008","pos_00012","pos_00013","pos_00015","pos_00020","pos_00022","pos_00024","pos_00025","pos_00030","pos_00032","pos_00033","pos_00035","pos_00039","pos_00041","pos_00044","pos_00048","pos_00049","pos_00055","pos_00056","pos_00057","pos_00059","pos_00061","pos_00065","pos_00071","pos_00090","pos_00095","pos_00096","pos_00097","pos_00106","pos_00108","pos_00109","pos_00114","pos_00117","pos_00126","pos_00128","pos_00131","pos_00138","pos_00139","pos_00142","pos_00143","pos_00154","pos_00156","pos_00160","pos_00167","pos_00170","pos_00189","pos_00203","pos_00219","pos_00223","pos_00241","pos_00257","pos_00260","pos_00271","pos_00292","pos_00296","pos_00307","pos_00384","pos_00393","pos_00399","pos_00400","pos_00410","pos_00424","pos_00432","pos_00493","pos_00505","pos_00520","pos_00524","pos_00548","pos_00551","pos_00559","pos_00566","pos_00573","pos_00574","pos_00578","pos_00606","pos_00647","pos_00669","pos_00671","pos_00703","pos_00709","pos_00767","pos_00778","pos_00795","pos_00828","pos_00916","pos_00917","pos_00942","pos_00947","pos_00951","pos_00972","pos_00983","pos_01004","pos_01005","pos_01017","pos_01096","pos_01110","pos_01114","pos_01126","pos_01127","pos_01130","pos_01143","pos_01173","pos_01176","pos_01239","pos_01249","pos_01268","pos_01289","pos_01297","pos_01299","pos_01315","pos_01339","pos_01343","pos_01353","pos_01365","pos_01375","pos_01381","pos_01403","pos_01418","pos_01419","pos_01451","pos_01459","pos_01562","pos_01575","pos_01581","pos_01589","pos_01629","pos_01684","pos_01749","pos_01774","pos_01781","pos_01882","pos_01901","pos_01918","pos_01950","pos_01972","pos_01994","pos_02071","pos_02083","pos_02105","pos_02118","pos_02150","pos_02188","pos_02197","pos_02203","pos_02272","pos_02362","pos_02363","pos_02439","pos_02442","pos_02524","pos_02580","pos_02701","pos_02742","pos_02748","pos_02778","pos_02882","pos_02911","pos_02928","pos_02952","pos_02975","pos_02997","pos_03025","pos_03034","pos_03048","pos_03209","pos_03290","pos_03397","pos_03487","pos_03552","pos_03593","pos_03724","pos_03730","pos_03734","pos_03785","pos_03840","pos_03848","pos_03892","pos_03991","pos_04016","pos_04019","pos_04064","pos_04124","pos_04142","pos_04180","pos_04224","pos_04228","pos_04264","pos_04342","pos_04403","pos_04500","pos_04511","pos_05013","pos_05143","pos_05533"
"neg_00689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558388041583698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817566418175948,0,-0.0359001490464982,-0.125845873528979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128510801316803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,-0.0410381994544333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000462565611492771,0,0,0,0,0.00542498625165433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445664447754794,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560086203555247,0,0,-0.00766462616817643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171135799539583,-0.0148407979722754,-0.0515325893699702,0,0,0,0,-0.0130361812171393,0,0.0323969296852268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159495607990619,0,0,0,0,0,0,0,-0.0402673438724386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155174726747376,0,0,-0.0741921460960651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.400226188828519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg_00691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124168182611333,0,0,0,0,0,0,0,0,0,-0.0396454538267013,0,0,0,0,0,0,0,-0.0108582511912312,0,0,-0.464322377138111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000570816866728615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392179133877541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168678721236425,0,0,-0.0151871395402231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171981622083921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064294358541306,0,0,0,0,0,0,0,0,0,0,-0.44691368663653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141535856903258,0,0,0,0,0,0,0.00122507877495692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300129126931833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129190259921604,0,0,0,0,0,0,0,0,0,0,-0.0270461343769202,0,0,0,0,0,0,0,0,0,0,-0.00841448853226077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834308714078022,0,0,0,0,0,0,0,0,-0.096556305164342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538596869405759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg_00714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249419397657083,0,0,0,0,-0.025627531988029,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254058312785265,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103697567177714,0,-0.0158363282956142,0,0,0,0,0,0,-0.0131080895153421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060937313502813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00101919369017369,0,0,0,-0.047623821320434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375845630163996,0,0,0,0,0,0,0.0290356516123499,0,0,0,0,0,0.0555904509432038,0,-0.0460843510223253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632637934661797,0,0,0,0,0.0766953923869699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00209454694908636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649809090355156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132063490003664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260598428151668,0.0159257722269232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248730804958674,0,0,0,0,0,0,0,0,0,0,0.00803472448442821,0,0,0,0,0,0,0,0,0,0,0.123037731112332,0,0,0,0,0,0,0,0,0,-0.0251877806081334,0,0,0,0,0,0,0,0,0,0,0.0448396110034153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136568072971855,0,0,0,0,0,0,0,0,-0.0357235824772829,0.0279754941155898,0,0,0,0,0,0,0,0.0364460283796873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg_00788",0,0,0,0,0,0,0,0,0,0,0.0217057483750922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265151797625765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102758483095523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.451311947973858,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986309356355355,0,0,0,0,0,0,0,0,-0.0256259308479748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481389883665033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567047077398968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111253524295983,0,0,0,0,0,-0.0680720071829017,0,0,0,0,0,0,0,0,-0.0487718617259738,-0.0379476123893855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321911139958198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251674005152243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265797178876428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00108193808224122,0,0,0,0,0,0.0159052344166521,0,0,0,0,0,0,0,0,0,0,-0.00914049055839549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522561121425466,0,0,0,0,0,0,0,0,0,0,-0.137837242270303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg_00835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016909833890871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410381994544333,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194333694898883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00112451021842035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819093260146088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225948540456917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809995180978303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618413956397037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017045903052164,0,0,0,0,0,0,0,0,0,0,0.0256845265785733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152473154317923,0,0,0,0,0,0,0,0,0,0,-0.490563403196867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg_00843",0,-0.00318107956693623,-0.0696901678676502,-0.0332210977492241,0,0,0,0,0,-0.498173772364706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265069072613457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00539659245576792,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319162437053742,0,0,0,0,0,0,0,0,-0.0179199721671786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230750919451098,0,0,0,0,0,0,0,0,-0.0135963719315972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00659313366121741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115673457794099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152352890545514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000725165736478459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569996441469675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg_00847",0,-0.0760390206961283,0,0,0,0,0,-0.00788855483500014,0,0,0,0,0,0,0,-0.0401451423846776,0,0,-0.224869042211401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.465462342239552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.00660416411845932,-0.0325126020479065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00337491537649651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00374517899913615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382842264512295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101558275843375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146193032131165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"neg_00851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702612715391682,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-0.0477866335437165,0,0,0,0,0,0,0,0,0,0,0,0,0.00891702822237595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013887251308039,0,0,0,0,0,0,0,0,0,0,0,0,0.00679606148611551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641607594674689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104366206525643,0,0,0,0,-0.0580857668046054,0,0,0,0,0,0,0,0,0,0,0,-0.00594939107199469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116637084352948,0,0,0,0,0,0,0,-9.73434544523095e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121155500192272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120332219019366,0,0,0,0,0,0,0,0,0,0.0268517194571073,0,0,0,0,0,0,0,0,0,0,-0.0717434945813585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00554474163961555,0
"neg_00890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230369858849369,0,0,0,0,0,0,0,0,-0.107329688286721,0,0,0,0,0,0,0,0,0,0,0,0.0158010658173822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249016917773886,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.00915741763199622,0,0,0,-0.0315546066790471,0,0,0,0,0,0,0.0182718334905036,0,0,0,0,0,0,0,0,0.0166206483157966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169321880149056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502086526877675,0,0,0,0,0,0.0748454260160118,0,0,0,0,0,0,0,0,0,0,0,0,0.0606442193240991,0,0,0,0,0,-0.00502906247449494,0,-0.0383465454722427,0,0,0,0,0,0,0,0,0,0,-0.0107396296750966,0,0,0,-0.0511812007454017,0,-0.332266005359593,-0.0284600560564149,0,-0.0716587594931084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516344101854742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930486913912141,0,0,0,0,0,0,0,0,0,0,0,0,-0.16350701127689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242369292737373,0,0,0.0161788696003153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137148059576028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590906481697221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153910301362865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018416535091466,0,-0.0158011363806384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025595080776193,0.0645278968330885,0,0,0,0,0,0,0,0,0,0.00647010157095086,0,0
"neg_00906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296856616477487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127599770426207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00104051106617516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,-0.0633164409227491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674928658752741,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00542240557831002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00960576242911483,-0.0133857109320607,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111910948429005,0,0,0,0,0,0,0,0,0,0,0,0.00222873886941326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00973858384089887,0,0,0,0,0,0,-0.00557390214013419,0,0,-0.0382485691591797,0,0.0410146160203438,0,-0.116115973214811,0,0,0.00335453850713059,0,0,0,0,0,0,0,0,0,0,0,0.00902394473432368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435690035429892,0,0,0,0.00868391116284849,-0.610194318518624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670819074113568,0,0,0,0,-0.00324260402137173,0,0,0,-0.0553500920245402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261020814706521,0,-0.00406789532992773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203547643616442,0,0,0,0,0,0,0,0,0,0,-0.0589111096373149,0,0,0,0
