"","neg_00005","neg_00007","neg_00012","neg_00031","neg_00035","neg_00040","neg_00042","neg_00049","neg_00055","neg_00069","neg_00070","neg_00092","neg_00097","neg_00099","neg_00110","neg_00121","neg_00122","neg_00145","neg_00151","neg_00164","neg_00175","neg_00177","neg_00196","neg_00205","neg_00223","neg_00227","neg_00228","neg_00231","neg_00232","neg_00233","neg_00235","neg_00236","neg_00240","neg_00242","neg_00245","neg_00246","neg_00252","neg_00254","neg_00255","neg_00256","neg_00259","neg_00261","neg_00262","neg_00268","neg_00270","neg_00272","neg_00276","neg_00277","neg_00280","neg_00281","neg_00285","neg_00289","neg_00290","neg_00291","neg_00294","neg_00297","neg_00298","neg_00301","neg_00306","neg_00308","neg_00312","neg_00326","neg_00344","neg_00350","neg_00355","neg_00361","neg_00369","neg_00382","neg_00384","neg_00387","neg_00403","neg_00412","neg_00417","neg_00418","neg_00424","neg_00435","neg_00447","neg_00457","neg_00463","neg_00467","neg_00472","neg_00474","neg_00489","neg_00491","neg_00500","neg_00509","neg_00520","neg_00525","neg_00553","neg_00554","neg_00565","neg_00572","neg_00597","neg_00602","neg_00631","neg_00637","neg_00642","neg_00657","neg_00689","neg_00691","neg_00714","neg_00788","neg_00835","neg_00843","neg_00847","neg_00851","neg_00890","neg_00906","neg_00931","neg_00932","neg_00981","neg_01017","neg_01033","neg_01036","neg_01047","neg_01065","neg_01074","neg_01075","neg_01079","neg_01080","neg_01081","neg_01083","neg_01088","neg_01090","neg_01103","neg_01131","neg_01133","neg_01140","neg_01141","neg_01152","neg_01154","neg_01155","neg_01162","neg_01172","neg_01183","neg_01206","neg_01232","neg_01263","neg_01272","neg_01288","neg_01299","neg_01317","neg_01334","neg_01414","neg_01415","neg_01419","neg_01423","neg_01433","neg_01440","neg_01452","neg_01468","neg_01495","neg_01507","neg_01515","neg_01543","neg_01593","neg_01625","neg_01631","neg_01633","neg_01637","neg_01656","neg_01660","neg_01663","neg_01667","neg_01670","neg_01688","neg_01693","neg_01713","neg_01747","neg_01761","neg_01796","neg_01820","neg_01839","neg_01844","neg_01846","neg_01866","neg_01948","neg_01965","neg_01994","neg_01996","neg_01997","neg_02129","neg_02138","neg_02140","neg_02240","neg_02250","neg_02283","neg_02287","neg_02348","neg_02417","neg_02425","neg_02426","neg_02433","neg_02434","neg_02439","neg_02485","neg_02520","neg_02571","neg_02689","neg_02697","neg_02730","neg_02743","neg_02751","neg_02791","neg_02800","neg_02808","neg_02813","neg_02819","neg_02945","neg_02956","neg_02959","neg_02960","neg_02966","neg_02981","neg_02999","neg_03049","neg_03097","neg_03129","neg_03140","neg_03165","neg_03236","neg_03353","neg_03408","neg_03440","neg_03444","neg_03527","neg_03544","neg_03701","neg_03781","neg_03904","neg_04035","neg_04165","neg_04189","neg_04205","neg_04366","neg_04402","neg_04408","neg_04426","neg_04440","neg_04451","neg_04513","neg_04730","neg_04838","neg_04974","neg_05053","neg_05184","pos_00001","pos_00002","pos_00003","pos_00004","pos_00005","pos_00006","pos_00007","pos_00008","pos_00012","pos_00013","pos_00015","pos_00020","pos_00022","pos_00024","pos_00025","pos_00030","pos_00032","pos_00033","pos_00035","pos_00039","pos_00041","pos_00044","pos_00048","pos_00049","pos_00055","pos_00056","pos_00057","pos_00059","pos_00061","pos_00065","pos_00071","pos_00090","pos_00095","pos_00096","pos_00097","pos_00106","pos_00108","pos_00109","pos_00114","pos_00117","pos_00126","pos_00128","pos_00131","pos_00138","pos_00139","pos_00142","pos_00143","pos_00154","pos_00156","pos_00160","pos_00167","pos_00170","pos_00189","pos_00203","pos_00219","pos_00223","pos_00241","pos_00257","pos_00260","pos_00271","pos_00292","pos_00296","pos_00307","pos_00384","pos_00393","pos_00399","pos_00400","pos_00410","pos_00424","pos_00432","pos_00493","pos_00505","pos_00520","pos_00524","pos_00548","pos_00551","pos_00559","pos_00566","pos_00573","pos_00574","pos_00578","pos_00606","pos_00647","pos_00669","pos_00671","pos_00703","pos_00709","pos_00767","pos_00778","pos_00795","pos_00828","pos_00916","pos_00917","pos_00942","pos_00947","pos_00951","pos_00972","pos_00983","pos_01004","pos_01005","pos_01017","pos_01096","pos_01110","pos_01114","pos_01126","pos_01127","pos_01130","pos_01143","pos_01173","pos_01176","pos_01239","pos_01249","pos_01268","pos_01289","pos_01297","pos_01299","pos_01315","pos_01339","pos_01343","pos_01353","pos_01365","pos_01375","pos_01381","pos_01403","pos_01418","pos_01419","pos_01451","pos_01459","pos_01562","pos_01575","pos_01581","pos_01589","pos_01629","pos_01684","pos_01749","pos_01774","pos_01781","pos_01882","pos_01901","pos_01918","pos_01950","pos_01972","pos_01994","pos_02071","pos_02083","pos_02105","pos_02118","pos_02150","pos_02188","pos_02197","pos_02203","pos_02272","pos_02362","pos_02363","pos_02439","pos_02442","pos_02524","pos_02580","pos_02701","pos_02742","pos_02748","pos_02778","pos_02882","pos_02911","pos_02928","pos_02952","pos_02975","pos_02997","pos_03025","pos_03034","pos_03048","pos_03209","pos_03290","pos_03397","pos_03487","pos_03552","pos_03593","pos_03724","pos_03730","pos_03734","pos_03785","pos_03840","pos_03848","pos_03892","pos_03991","pos_04016","pos_04019","pos_04064","pos_04124","pos_04142","pos_04180","pos_04224","pos_04228","pos_04264","pos_04342","pos_04403","pos_04500","pos_04511","pos_05013","pos_05143","pos_05533"
"pos_00020",0,0,0,0,0,0,0,0,0,0,0,0,0.0352356910825185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478379367679432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045740273356417,0,0,0,0,0,0,0,-0.288429966555287,0,0,0,0,-0.0312042761996355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151605089158184,0,0,0,0.000670212044530593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015821524799601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215655105155193,NA,0,-0.0797949773035006,0,-0.0470291472792443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138540264488238,-0.0368050398898466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00715924643522777,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022797301893352,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.473530395305337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819995794343979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258593265570452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495929115755916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_00022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626993791997686,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330082147844147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025986958995406,0,0,0,0,-0.0716658105719066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116115973214811,0,0,0,0,0,0,0,-0.0272271562323366,0,0,-0.0597051688745506,0,0,0,0,0,0,0,-0.0970461868269486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799042300153486,0,0,0,0,0,0,0,0,0.0358621224572468,0,0,0,0,0,0,-0.0168316625878432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343621901124426,0,0,0,0,0,0,0,0,0.0590292235134382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130537496438229,0,0,-0.00253895106415944,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252532824111084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132171530719423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836986201689271,0,-0.0425268297111241,0,0,-0.00414057297627492,0,0,0,0,0,0,0,0.0304903050741925,0,0,0,0,-0.112198737640568,0,0,0,0,0,0,0,0,-0.016101735449393,0,0,0,0,0,0,0,0,-0.000751273777672628,0,0,-0.00352890643814758,0,0,0,0,-0.0502371502088519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00559758924558852,0,-0.0656546824076154,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00615976327352928,0,0,0,0,0,0,0,0,0,0,-0.00294073529834292,0,0,0,0,0,-0.100203630777513,0,0,0,0,0,0,0,0,0
"pos_00024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35364586788936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312699558382648,0,0,0,0,0,0,0,0,0.0350941841909984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100968854586762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00477812902377179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241467047718335,0,-0.143254287836146,-0.0797949773035006,0,NA,0,-0.145787839778812,0,0,0,0,0,0,0,0,0,0,0,-0.0624200275111039,0,0,-0.0698642577572234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286560845806918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384171150205855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248794045021835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103468653987798,0,0,0.00225652603120292,0,-0.0122958570339294,0,0,0,0,0,0,0,0
"pos_00025",0,0.0433891001809453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375538003645919,0,0,0,0,-1.28475390473955e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179146496511039,0,0,0,0,0.016702552217601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327119429425329,0,-0.0474006091298235,0,0,0,0,0,-0.0152588458445745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.455471466736964,0,0,0,0,0,0,0,0,-0.0213921726968199,0,-0.00689411451513428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035754686389177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530441075111035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415954693177867,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,-0.484017589865813,0,0,-0.102473074824647,0,0,0,0,0,0,0,0,0,-0.0170897689095931,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225827542987526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108532824921476,0,0,0,0,0,0,0,0,0.0460592640280996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550908134472478,0,0,0,0.00788836722148411,-0.0371757559605992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370395653644985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154863293150271,0,0,0,0,0,0,0.0222713833348815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_00030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0928932290820559,0,0,0,0,0,0,0,0,0,0,0,0,0.0503655801108914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076020316528637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851854056676707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995096312283589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132063490003664,0,0,0,0,0,-0.0516344101854742,0.00335453850713059,0,0,0,0,0,0,0,0,0,0,0,-0.00593376283073321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287172446229264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486617891457545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521671550166265,0,-0.00302148523926821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18452939323163,-0.0587487126501043,0,0,0,0,0,-0.0369674523520407,-0.030654920749117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230890744496957,-0.0470291472792443,0,-0.145787839778812,0,NA,0,0,0,0,0,0,0,0,0,0,0,-0.0238208497487063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120459637835199,0,0,0,0,0,0,-0.011359177004329,0,0,-0.1257509096213,0,0,0.00473008279033798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00847563062369979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00407284554362709,0,0,0,-0.00769151472513086,0,0,0.0321956492449496,0,0,0,0,0,0,0,0,0,0,0,-0.0624660922300535,0.0522842302567722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130522913040317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792845001971617,0,0,0,0,0,0,0,0,0,0,0,-0.0335976503928686,0
"pos_00032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498818207991314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.525543786392757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253081914100677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116947200962116,0,0,0,0,0,0,0.0225948540456917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00856401172154815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350652056366236,0,0,0,0,0,0,0,0,0,0,0,-0.00164502100813447,0,0,0,0,0,0,0,0,0.00016811582011953,0,0,-0.0140832695682241,0,0,0,0,0,0,0,0,0,0,0,0,0.096043710839835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531317601271939,0,0,0,0,0,0,0,0,0,0,0,0.00456128184563526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,-0.0770686788166796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843064097193192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657432637344785,0,0,0,0,0,-0.0311096436663484,0.00588175060125078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163100327426785,0,0,0,0,-0.00558192587215453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000491942407291195,0,0,0,-0.0309921680142756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509538504164037,0,0,0,0,0,0,0,0,0,0,0,0,0.0190859941408611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497674387526275,0,0,0,0,0,0,0,0
"pos_00033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216181484988734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.485044737455553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00351785218562917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44691368663653,0,0,0,0,0,0,0,0,0,0,0.032178082608315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104877111441095,0,0,0,0,0,-0.00475189354920913,0,0,-0.0212374818063979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007131031392766,0,0.0249580894667344,-0.0422047384439028,0,-0.0100146890204191,0,0,0,0,0,0,0,NA,0,0,0,-0.0109248108273883,0,0,0,-0.0599313903309266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329702127785462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405840234928094,0,0,0,0,0,0,0,0,0,0,-0.00234183206373079,0,0,0,0,-0.0209595887847995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885148497796778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222674826799065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053453459353336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_00035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378094607629118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131406493483269,0,0,0.0538398755576966,0,0,0,0,0,0,0,0,0,0,0.0122018168750744,0,0,-0.0176714931722597,0,0,-0.0396979846108196,0.0507224728890583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203545335010332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542509824391964,0,0,0,0,0,0,0,0,0,0,0,0.0102654955979771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311437270489739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370708228949036,0,0,0,0,0,0,0,0,0,0.00139778112950387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886789458948501,0,0,0,0,0,0,-0.00833514113922105,0,0,0,-0.0393200282014951,0,-0.0157867379704353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797008185055735,-0.14422284192793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,-0.043046674411767,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188631267582479,0.00597640002878559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374431343333413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580527562665745,0,0,0,0,0,0,-0.0103046731286461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890096361980875,0,0,0,0,0,-0.0391914221946854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935525247566998,0,-0.0505848344920575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_00039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230750919451098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325292346677196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207654225442346,0,0,0,0,0,0,0,-0.0141409816441089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,-0.381448955476435,0,0,0,0,0,0,0,0,-0.363298131414714,0,0,-0.331752716014042,0,0,-0.0352741077563613,-0.150149887611645,0,0,0,0,0,-0.103556114846986,0,0,0,0,0,0,0,0,0,0,0,-0.00709595179737662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440432364698395,0.0150340934927145,0,0,0,-0.0119966095391414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261478369057071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715379708635896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125144124538445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_00041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116965604957649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473233282229719,0,-0.00140433649537453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.651253234746749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00682340701901398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014002239971803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043046674411767,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116275908494316,0,0,0,-0.0813864344453511,-0.00748311085540865,0,0,0,0,0,-0.0276306971646639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00461964789498319,0,0,0,0,0,0,0,0,0,0,-0.00528433823873404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000826265127828182,0,0,0,0,0
