Feature_ID,row m/z,row retention time,row identity (all IDs),Metabolite,Mapping Type,FormulaMapped,KEGG,HMDB,PubChem,row number of detected peaks,Number of non-zero peaks,Percent pre-gap peaks,Percent non-zero peaks,Heavy-labeled flag,Identified flag,Non-heavy identified flag
pos_02763,132.112649,10.554266,,,,,,,,10,19,50,95,0,0,0
pos_02765,321.129920,14.598821,,,,,,,,15,20,75,100,0,0,0
pos_02766,206.652957,7.641463,,,,,,,,16,20,80,100,0,0,0
pos_02768,152.922081,14.448678,,,,,,,,11,20,55,100,0,0,0
pos_02769,203.014431,4.485796,,,,,,,,4,20,20,100,0,0,0
pos_02773,372.750616,14.586069,,,,,,,,17,20,85,100,0,0,0
pos_02775,449.075633,6.021916,,,,,,,,15,20,75,100,0,0,0
pos_02777,198.897834,14.595973,,,,,,,,17,20,85,100,0,0,0
pos_02778,153.089492,9.295405,,,,,,,,7,20,35,100,0,0,0
pos_02779,220.924622,5.652253,,,,,,,,5,20,25,100,0,0,0
pos_02780,365.155918,14.571986,,,,,,,,16,20,80,100,0,0,0
pos_02782,140.917031,14.588860,,,,,,,,18,20,90,100,0,0,0
pos_02785,202.117889,9.297935,,,,,,,,7,20,35,100,0,0,0
pos_02790,309.137169,7.068876,,,,,,,,2,20,10,100,0,0,0
pos_02791,284.205759,15.107806,,,,,,,,8,20,40,100,0,0,0
pos_02792,123.054745,1.761435,Nicotinamide,Nicotinamide,1A,C6H6N2O,C00153,HMDB0001406,936,13,20,65,100,0,1,1
pos_02793,118.085738,3.833742,L-Valine;L-Norvaline,L-Valine|L-Norvaline,1A|1A,C5H11NO2|C5H11NO2,C00183|C01826,HMDB0000883|HMDB0013716,6287|65098,8,20,40,100,0,1,1
pos_02794,233.148908,2.075318,,,,,,,,5,20,25,100,0,0,0
pos_02795,130.158572,1.355058,,,,,,,,13,20,65,100,0,0,0
pos_02796,162.149761,4.181672,,,,,,,,10,20,50,100,0,0,0
pos_02797,123.079965,2.070098,,,,,,,,6,20,30,100,0,0,0
pos_02798,387.289077,0.969049,,,,,,,,18,20,90,100,0,0,0
pos_02799,267.133000,2.061268,,,,,,,,2,20,10,100,0,0,0
pos_02800,260.159514,2.083840,,,,,,,,11,20,55,100,0,0,0
pos_02801,294.143706,2.065980,,,,,,,,9,20,45,100,0,0,0
pos_02804,237.122502,2.060524,,,,,,,,9,20,45,100,0,0,0
pos_02805,233.149124,1.296921,,,,,,,,9,20,45,100,0,0,0
pos_02806,537.166893,3.242473,,,,,,,,18,20,90,100,0,0,0
pos_02807,280.128166,2.072306,,,,,,,,13,20,65,100,0,0,0
pos_02809,224.094251,2.077323,,,,,,,,13,20,65,100,0,0,0
pos_02810,231.169456,1.327336,,,,,,,,10,19,50,95,0,0,0
pos_02811,389.303922,0.968872,,,,,,,,10,20,50,100,0,0,0
pos_02812,102.090998,4.965692,,,,,,,,13,20,65,100,0,0,0
pos_02813,221.112501,3.073932,,,,,,,,15,20,75,100,0,0,0
pos_02814,363.288628,0.967752,,,,,,,,4,20,20,100,0,0,0
pos_02816,102.054582,3.438362,,,,,,,,7,20,35,100,0,0,0
pos_02818,290.106983,4.062979,,,,,,,,10,16,50,80,0,0,0
pos_02820,884.541809,0.966416,,,,,,,,10,20,50,100,0,0,0
pos_02824,316.185610,2.076093,,,,,,,,8,20,40,100,0,0,0
pos_02825,119.059841,2.069811,,,,,,,,8,20,40,100,0,0,0
pos_02826,87.055022,5.095308,,,,,,,,12,20,60,100,0,0,0
pos_02827,286.175098,2.069293,,,,,,,,9,19,45,95,0,0,0
pos_02829,246.144386,2.120151,,,,,,,,9,20,45,100,0,0,0
pos_02830,840.571784,0.965962,,,,,,,,2,20,10,100,0,0,0
pos_02831,221.094522,2.077518,,,,,,,,3,19,15,95,0,0,0
pos_02832,245.148701,1.325911,,,,,,,,4,20,20,100,0,0,0
pos_02835,226.179189,2.061704,,,,,,,,9,20,45,100,0,0,0
pos_02836,148.096278,6.804690,,,,,,,,9,20,45,100,0,0,0
pos_02837,245.185170,1.236497,,,,,,,,9,19,45,95,0,0,0
pos_02838,86.059732,4.762438,,,,,,,,10,20,50,100,0,0,0
pos_02839,307.082251,6.351327,,,,,,,,15,20,75,100,0,0,0
pos_02840,279.169233,1.180161,,,,,,,,11,20,55,100,0,0,0
pos_02842,158.117016,3.243767,,,,,,,,12,20,60,100,0,0,0
pos_02843,269.159722,1.324188,,,,,,,,7,20,35,100,0,0,0
pos_02844,263.138216,1.298215,,,,,,,,15,20,75,100,0,0,0
pos_02845,162.075461,2.361855,,,,,,,,10,20,50,100,0,0,0
pos_02846,247.073850,2.086863,,,,,,,,4,18,20,90,0,0,0
pos_02849,100.111713,3.849231,,,,,,,,5,20,25,100,0,0,0
pos_02850,261.118539,4.233248,,,,,,,,9,20,45,100,0,0,0
pos_02851,269.100264,2.468938,,,,,,,,17,20,85,100,0,0,0
pos_02852,341.304361,0.970146,,,,,,,,2,20,10,100,0,0,0
pos_02853,762.589470,1.139442,,,,,,,,4,20,20,100,0,0,0
pos_02856,465.097248,4.915345,,,,,,,,10,20,50,100,0,0,0
pos_02857,328.044124,4.102471,,,,,,,,5,14,25,70,0,0,0
pos_02858,249.154802,4.838408,,,,,,,,9,20,45,100,0,0,0
pos_02859,265.153776,1.252070,,,,,,,,9,19,45,95,0,0,0
pos_02860,219.173527,1.203536,,,,,,,,7,20,35,100,0,0,0
pos_02861,260.159593,1.344794,,,,,,,,6,19,30,95,0,0,0
pos_02863,184.026579,5.099436,,,,,,,,14,20,70,100,0,0,0
pos_02868,327.200171,1.297096,,,,,,,,5,20,25,100,0,0,0
pos_02870,358.232312,1.132315,,,,,,,,10,19,50,95,0,0,0
pos_02871,118.109261,3.835006,,,,,,,,3,20,15,100,0,0,0
pos_02873,207.078998,2.117193,,,,,,,,10,20,50,100,0,0,0
pos_02874,325.226222,3.551292,,,,,,,,6,16,30,80,0,0,0
pos_02876,297.129736,3.040788,,,,,,,,2,20,10,100,0,0,0
pos_02877,142.085709,4.082722,,,,,,,,12,20,60,100,0,0,0
pos_02878,246.144285,3.072699,,,,,,,,2,20,10,100,0,0,0
pos_02879,120.047236,3.443600,,,,,,,,15,20,75,100,0,0,0
pos_02881,193.154172,3.188047,,,,,,,,15,20,75,100,0,0,0
pos_02882,300.100414,4.074020,,,,,,,,4,18,20,90,0,0,0
pos_02884,635.139146,6.348393,,,,,,,,15,20,75,100,0,0,0
pos_02885,190.097723,3.452229,,,,,,,,15,20,75,100,0,0,0
pos_02889,147.599348,5.025914,,,,,,,,7,20,35,100,0,0,0
pos_02890,736.572882,1.254208,,,,,,,,9,20,45,100,0,0,0
pos_02891,209.090937,3.163900,DL-Kynurenine,DL-Kynurenine,1A,C10H12N2O3,C00328,HMDB0000684,846,9,20,45,100,0,1,1
pos_02892,210.042392,2.199669,,,,,,,,13,19,65,95,0,0,0
pos_02893,740.556307,1.056146,,,,,,,,15,20,75,100,0,0,0
pos_02894,270.105028,3.521546,,,,,,,,10,20,50,100,0,0,0
pos_02895,282.141547,2.085510,,,,,,,,5,20,25,100,0,0,0
pos_02896,572.332714,1.155655,,,,,,,,17,20,85,100,0,0,0
pos_02897,288.100330,2.414068,,,,,,,,14,20,70,100,0,0,0
pos_02898,168.043127,5.338957,,,,,,,,15,20,75,100,0,0,0
pos_02900,813.613744,1.121833,,,,,,,,10,20,50,100,0,0,0
pos_02901,225.035529,2.396597,,,,,,,,6,16,30,80,0,0,0
pos_02902,508.374373,1.266150,,,,,,,,18,19,90,95,0,0,0
pos_02903,126.436636,4.939715,,,,,,,,8,20,40,100,0,0,0
pos_02905,232.128351,2.763120,,,,,,,,10,20,50,100,0,0,0
pos_02906,556.395539,1.276830,,,,,,,,10,18,50,90,0,0,0
pos_02907,410.265255,1.242291,,,,,,,,3,19,15,95,0,0,0
pos_02910,158.044360,3.425373,,,,,,,,8,20,40,100,0,0,0
pos_02911,176.091184,4.046061,,,,,,,,12,20,60,100,0,0,0
pos_02912,452.219649,1.100041,,,,,,,,12,20,60,100,0,0,0
pos_02913,264.231266,1.866918,,,,,,,,5,16,25,80,0,0,0
pos_02914,61.010720,3.424383,,,,,,,,14,20,70,100,0,0,0
pos_02915,418.126388,3.414132,,,,,,,,9,17,45,85,0,0,0
pos_02916,227.174603,1.405693,,,,,,,,5,20,25,100,0,0,0
pos_02917,268.125885,2.123856,,,,,,,,9,20,45,100,0,0,0
pos_02918,514.332876,2.096972,,,,,,,,4,18,20,90,0,0,0
pos_02919,323.108326,1.255842,,,,,,,,9,19,45,95,0,0,0
pos_02921,116.142933,1.436807,,,,,,,,14,20,70,100,0,0,0
pos_02924,301.126138,5.344512,,,,,,,,14,20,70,100,0,0,0
pos_02925,125.608486,4.940722,,,,,,,,7,20,35,100,0,0,0
pos_02927,261.143775,3.479698,,,,,,,,6,20,30,100,0,0,0
pos_02929,288.202074,3.857836,,,,,,,,6,20,30,100,0,0,0
pos_02930,192.076011,2.942844,,,,,,,,7,14,35,70,0,0,0
pos_02932,103.061107,9.062013,,,,,,,,11,20,55,100,0,0,0
pos_02933,502.336066,1.016504,,,,,,,,5,20,25,100,0,0,0
pos_02934,178.085464,2.975264,,,,,,,,13,20,65,100,0,0,0
pos_02937,174.148200,3.957014,,,,,,,,13,20,65,100,0,0,0
pos_02938,454.327883,1.271974,,,,,,,,4,20,20,100,0,0,0
pos_02939,347.092468,2.885158,,,,,,,,6,18,30,90,0,0,0
pos_02940,345.129513,1.448471,,,,,,,,2,20,10,100,0,0,0
pos_02941,227.138166,1.347767,,,,,,,,10,20,50,100,0,0,0
pos_02942,196.096105,1.324913,,,,,,,,8,20,40,100,0,0,0
pos_02943,227.174568,2.034461,,,,,,,,5,19,25,95,0,0,0
pos_02944,181.063517,3.572787,,,,,,,,6,20,30,100,0,0,0
pos_02945,492.306429,1.246773,,,,,,,,3,20,15,100,0,0,0
pos_02946,262.150188,5.814695,,,,,,,,11,20,55,100,0,0,0
pos_02947,233.112599,2.184960,,,,,,,,10,20,50,100,0,0,0
pos_02949,366.108056,2.114962,,,,,,,,7,18,35,90,0,0,0
pos_02950,183.343814,5.012463,,,,,,,,9,20,45,100,0,0,0
pos_02951,606.447422,1.166498,,,,,,,,5,19,25,95,0,0,0
pos_02952,473.176241,3.431994,,,,,,,,13,19,65,95,0,0,0
pos_02955,236.099930,4.591290,,,,,,,,7,19,35,95,0,0,0
pos_02957,729.586818,1.099863,,,,,,,,3,20,15,100,0,0,0
pos_02958,87.026027,3.435556,,,,,,,,11,20,55,100,0,0,0
pos_02960,317.109072,2.446091,,,,,,,,5,11,25,55,0,0,0
pos_02962,616.160072,6.347569,,,,,,,,3,20,15,100,0,0,0
pos_02963,126.090878,1.338787,,,,,,,,17,20,85,100,0,0,0
pos_02964,221.094621,1.316746,,,,,,,,5,20,25,100,0,0,0
pos_02966,417.244275,3.445306,,,,,,,,10,19,50,95,0,0,0
pos_02967,269.112779,2.845512,,,,,,,,14,20,70,100,0,0,0
pos_02968,309.226126,1.192702,,,,,,,,9,20,45,100,0,0,0
pos_02969,679.507796,1.232952,,,,,,,,8,20,40,100,0,0,0
pos_02971,359.202637,1.142502,,,,,,,,4,9,20,45,0,0,0
pos_02973,234.096330,2.919395,,,,,,,,6,20,30,100,0,0,0
pos_02974,550.384971,1.210043,,,,,,,,8,19,40,95,0,0,0
pos_02975,237.184090,1.161953,,,,,,,,11,20,55,100,0,0,0
pos_02977,152.019170,1.425292,,,,,,,,5,15,25,75,0,0,0
pos_02978,210.042209,3.390440,,,,,,,,4,20,20,100,0,0,0
pos_02981,307.583752,6.356525,,,,,,,,8,19,40,95,0,0,0
pos_02982,318.190001,2.796183,,,,,,,,14,20,70,100,0,0,0
pos_02983,211.108591,1.117196,,,,,,,,10,20,50,100,0,0,0
pos_02985,161.127878,7.951859,,,,,,,,2,20,10,100,0,0,0
pos_02986,361.207344,4.526053,,,,,,,,13,20,65,100,0,0,0
pos_02987,210.078533,1.376793,,,,,,,,7,20,35,100,0,0,0
pos_02988,312.100212,2.786809,,,,,,,,13,17,65,85,0,0,0
pos_02989,399.127794,5.296554,,,,,,,,14,20,70,100,0,0,0
pos_02990,332.120457,2.828802,,,,,,,,7,20,35,100,0,0,0
pos_02992,255.096659,8.563989,,,,,,,,9,19,45,95,0,0,0
pos_02993,147.082546,1.281346,,,,,,,,5,20,25,100,0,0,0
pos_02994,278.115797,2.368707,,,,,,,,6,19,30,95,0,0,0
pos_02995,233.112439,4.345389,,,,,,,,8,20,40,100,0,0,0
pos_02996,193.026989,3.425283,,,,,,,,8,20,40,100,0,0,0
pos_02997,242.073927,4.336091,,,,,,,,6,20,30,100,0,0,0
pos_02998,236.078827,3.713140,,,,,,,,9,20,45,100,0,0,0
pos_03001,245.075934,2.843209,Uridine,Uridine,1A,C9H12N2O6,C00299,HMDB0000296,6029,12,20,60,100,0,1,1
pos_03002,354.076012,4.352541,,,,,,,,7,20,35,100,0,0,0
pos_03003,150.075777,5.290138,,,,,,,,8,20,40,100,0,0,0
pos_03004,793.590808,1.201798,,,,,,,,7,20,35,100,0,0,0
pos_03005,415.340049,1.131164,,,,,,,,4,20,20,100,0,0,0
pos_03006,175.070622,3.036637,,,,,,,,5,20,25,100,0,0,0
pos_03009,288.201945,4.305397,,,,,,,,4,18,20,90,0,0,0
pos_03012,148.113532,8.324382,,,,,,,,6,20,30,100,0,0,0
pos_03017,519.323415,1.444931,,,,,,,,6,20,30,100,0,0,0
pos_03018,251.076404,2.427606,,,,,,,,13,20,65,100,0,0,0
pos_03019,136.087359,4.547289,,,,,,,,8,20,40,100,0,0,0
pos_03020,333.103878,2.275711,,,,,,,,5,12,25,60,0,0,0
pos_03022,338.180349,4.439270,,,,,,,,5,20,25,100,0,0,0
pos_03023,117.047930,3.438174,,,,,,,,6,20,30,100,0,0,0
pos_03024,155.042176,3.715858,,,,,,,,3,20,15,100,0,0,0
pos_03026,260.196124,4.102346,,,,,,,,6,19,30,95,0,0,0
pos_03027,371.080686,4.449145,,,,,,,,6,19,30,95,0,0,0
pos_03028,351.094219,4.468118,,,,,,,,6,18,30,90,0,0,0
pos_03029,139.097358,3.459524,,,,,,,,12,20,60,100,0,0,0
pos_03031,288.070322,2.256537,,,,,,,,9,14,45,70,0,0,0
pos_03032,367.237104,1.298109,,,,,,,,8,20,40,100,0,0,0
pos_03033,365.111584,5.100837,,,,,,,,6,14,30,70,0,0,0
pos_03036,259.128303,3.780634,,,,,,,,5,20,25,100,0,0,0
pos_03037,245.185373,3.412691,,,,,,,,3,20,15,100,0,0,0
pos_03038,242.149274,2.129525,,,,,,,,3,18,15,90,0,0,0
pos_03039,332.126282,3.485329,,,,,,,,10,18,50,90,0,0,0
pos_03041,71.049009,2.215850,,,,,,,,13,20,65,100,0,0,0
pos_03043,222.028352,5.237322,,,,,,,,16,20,80,100,0,0,0
pos_03046,266.822455,2.469149,,,,,,,,7,20,35,100,0,0,0
pos_03048,230.174265,1.255642,,,,,,,,10,20,50,100,0,0,0
pos_03049,692.521080,1.064864,,,,,,,,13,20,65,100,0,0,0
pos_03050,258.039753,1.393194,,,,,,,,4,8,20,40,0,0,0
pos_03051,143.125506,1.829411,,,,,,,,12,20,60,100,0,0,0
pos_03052,194.039452,5.258846,,,,,,,,14,19,70,95,0,0,0
pos_03056,235.091634,5.355707,,,,,,,,6,20,30,100,0,0,0
pos_03057,452.275674,2.027935,,,,,,,,2,19,10,95,0,0,0
pos_03058,342.071974,4.332665,,,,,,,,6,20,30,100,0,0,0
pos_03061,433.246316,2.450061,,,,,,,,12,19,60,95,0,0,0
pos_03062,165.460912,2.852900,,,,,,,,4,20,20,100,0,0,0
pos_03063,340.026877,5.203523,,,,,,,,16,20,80,100,0,0,0
pos_03064,238.073567,2.381178,,,,,,,,12,20,60,100,0,0,0
pos_03065,196.168849,1.301795,,,,,,,,11,20,55,100,0,0,0
pos_03067,392.286305,1.101946,,,,,,,,5,20,25,100,0,0,0
pos_03068,336.163985,3.475185,,,,,,,,10,19,50,95,0,0,0
pos_03070,269.392731,2.475619,,,,,,,,7,20,35,100,0,0,0
pos_03071,276.118224,5.216420,,,,,,,,5,20,25,100,0,0,0
pos_03072,175.052983,2.824584,,,,,,,,5,20,25,100,0,0,0
pos_03073,316.131638,2.258229,,,,,,,,10,18,50,90,0,0,0
pos_03076,114.043214,2.735291,,,,,,,,10,20,50,100,0,0,0
pos_03078,232.139645,6.225512,,,,,,,,9,19,45,95,0,0,0
pos_03080,193.142772,1.992532,,,,,,,,3,20,15,100,0,0,0
pos_03082,205.080958,2.326308,,,,,,,,5,20,25,100,0,0,0
pos_03083,138.021355,2.391725,,,,,,,,10,20,50,100,0,0,0
pos_03085,99.043684,2.227788,,,,,,,,13,20,65,100,0,0,0
pos_03087,164.081234,2.006808,,,,,,,,13,19,65,95,0,0,0
pos_03088,227.101773,2.099159,,,,,,,,2,20,10,100,0,0,0
pos_03090,227.101914,2.831094,,,,,,,,13,20,65,100,0,0,0
pos_03091,229.128392,4.605828,,,,,,,,4,19,20,95,0,0,0
pos_03095,205.081263,5.204962,,,,,,,,14,20,70,100,0,0,0
pos_03096,264.142331,2.118186,,,,,,,,6,19,30,95,0,0,0
pos_03097,283.127853,2.799161,,,,,,,,6,19,30,95,0,0,0
pos_03098,372.120922,2.522116,,,,,,,,8,18,40,90,0,0,0
pos_03099,177.099393,5.410628,,,,,,,,12,20,60,100,0,0,0
pos_03100,254.110559,2.707355,,,,,,,,5,20,25,100,0,0,0
pos_03103,264.100202,2.400376,,,,,,,,3,19,15,95,0,0,0
pos_03104,171.086988,6.377686,,,,,,,,5,14,25,70,0,0,0
pos_03107,340.174525,2.255295,,,,,,,,4,10,20,50,0,0,0
pos_03109,231.133092,1.329919,,,,,,,,4,20,20,100,0,0,0
pos_03110,121.031474,3.461332,,,,,,,,3,20,15,100,0,0,0
pos_03111,145.060291,4.466872,,,,,,,,6,20,30,100,0,0,0
pos_03112,243.133293,3.483093,,,,,,,,4,19,20,95,0,0,0
pos_03119,314.090455,2.578993,,,,,,,,12,20,60,100,0,0,0
pos_03122,175.070686,2.161504,,,,,,,,9,20,45,100,0,0,0
pos_03123,318.101929,3.538859,,,,,,,,8,19,40,95,0,0,0
pos_03125,245.160047,3.503711,,,,,,,,10,20,50,100,0,0,0
pos_03126,310.148501,1.490858,,,,,,,,8,20,40,100,0,0,0
pos_03127,131.069800,6.796339,,,,,,,,15,20,75,100,0,0,0
pos_03129,378.067853,5.140837,,,,,,,,7,20,35,100,0,0,0
pos_03130,371.136996,2.525713,,,,,,,,4,16,20,80,0,0,0
pos_03132,139.043832,2.752130,,,,,,,,10,20,50,100,0,0,0
pos_03133,253.092091,2.486579,,,,,,,,14,20,70,100,0,0,0
pos_03134,261.066897,5.393468,,,,,,,,12,20,60,100,0,0,0
pos_03135,411.168837,2.727114,,,,,,,,5,18,25,90,0,0,0
pos_03137,289.095538,3.678121,,,,,,,,14,19,70,95,0,0,0
pos_03138,89.034253,5.348213,,,,,,,,3,20,15,100,0,0,0
pos_03141,288.227263,3.517213,,,,,,,,8,20,40,100,0,0,0
pos_03142,385.134021,2.471920,,,,,,,,11,20,55,100,0,0,0
pos_03143,198.006898,5.325649,,,,,,,,3,20,15,100,0,0,0
pos_03146,198.042430,3.513233,,,,,,,,12,20,60,100,0,0,0
pos_03147,107.046551,5.348195,,,,,,,,5,20,25,100,0,0,0
pos_03148,309.128248,5.323968,,,,,,,,10,20,50,100,0,0,0
pos_03149,260.122965,2.643731,,,,,,,,7,19,35,95,0,0,0
pos_03150,217.069160,14.122512,,,,,,,,2,20,10,100,0,0,0
pos_03154,288.154003,2.508742,,,,,,,,4,20,20,100,0,0,0
pos_03156,240.133369,2.788540,,,,,,,,11,20,55,100,0,0,0
pos_03157,452.697913,14.593313,,,,,,,,15,20,75,100,0,0,0
pos_03159,284.994062,5.477868,,,,,,,,13,20,65,100,0,0,0
pos_03160,230.112828,3.661098,,,,,,,,6,20,30,100,0,0,0
pos_03161,250.127566,2.730683,,,,,,,,11,20,55,100,0,0,0
pos_03163,218.091751,3.501642,,,,,,,,13,20,65,100,0,0,0
pos_03164,310.057992,2.804680,,,,,,,,6,20,30,100,0,0,0
pos_03165,190.117894,4.527278,,,,,,,,7,20,35,100,0,0,0
pos_03166,286.088878,4.352386,,,,,,,,5,18,25,90,0,0,0
pos_03167,267.144285,2.665604,,,,,,,,3,19,15,95,0,0,0
pos_03168,378.784448,14.589965,,,,,,,,15,20,75,100,0,0,0
pos_03170,338.830729,14.583643,,,,,,,,15,20,75,100,0,0,0
pos_03171,256.047738,3.610482,,,,,,,,13,19,65,95,0,0,0
pos_03172,219.116156,3.538625,,,,,,,,3,20,15,100,0,0,0
pos_03177,144.047422,8.683293,,,,,,,,3,20,15,100,0,0,0
pos_03180,332.787848,14.589904,,,,,,,,15,20,75,100,0,0,0
pos_03181,192.122419,4.338606,,,,,,,,6,20,30,100,0,0,0
pos_03182,230.044749,2.443200,,,,,,,,7,20,35,100,0,0,0
pos_03183,286.139495,4.281408,,,,,,,,10,20,50,100,0,0,0
pos_03185,253.128317,3.551641,,,,,,,,4,20,20,100,0,0,0
pos_03187,409.142336,15.147030,,,,,,,,15,20,75,100,0,0,0
pos_03188,144.080348,3.499167,,,,,,,,8,20,40,100,0,0,0
pos_03189,198.174371,3.722382,,,,,,,,7,19,35,95,0,0,0
pos_03191,204.133682,6.086766,,,,,,,,5,19,25,95,0,0,0
pos_03192,232.997287,7.976187,,,,,,,,11,20,55,100,0,0,0
pos_03193,170.128201,9.851353,,,,,,,,2,20,10,100,0,0,0
pos_03194,397.164001,8.058657,,,,,,,,8,19,40,95,0,0,0
pos_03195,252.992185,5.864369,,,,,,,,15,20,75,100,0,0,0
pos_03200,123.988116,4.585052,,,,,,,,11,20,55,100,0,0,0
pos_03202,361.127812,4.443582,,,,,,,,5,16,25,80,0,0,0
pos_03203,250.023748,7.951578,,,,,,,,12,20,60,100,0,0,0
pos_03205,252.840560,14.600736,,,,,,,,13,20,65,100,0,0,0
pos_03206,308.090087,7.009958,,,,,,,,10,20,50,100,0,0,0
pos_03207,180.991223,7.891763,,,,,,,,11,20,55,100,0,0,0
pos_03208,232.080782,5.657792,,,,,,,,6,20,30,100,0,0,0
pos_03210,120.055169,4.504536,,,,,,,,6,20,30,100,0,0,0
pos_03212,318.782398,14.582226,,,,,,,,13,20,65,100,0,0,0
pos_03220,139.964888,7.940738,,,,,,,,8,20,40,100,0,0,0
pos_03222,126.969644,7.939158,,,,,,,,9,20,45,100,0,0,0
pos_03223,181.060040,4.402077,,,,,,,,10,20,50,100,0,0,0
pos_03224,142.874658,14.461013,,,,,,,,13,20,65,100,0,0,0
pos_03225,436.724089,14.572043,,,,,,,,13,20,65,100,0,0,0
pos_03227,476.742461,14.597622,,,,,,,,12,20,60,100,0,0,0
pos_03233,140.985251,7.957347,,,,,,,,12,20,60,100,0,0,0
pos_03236,429.088579,6.029699,,,,,,,,9,18,45,90,0,0,0
pos_03237,92.070225,8.916801,,,,,,,,5,20,25,100,0,0,0
pos_03238,236.837151,14.590534,,,,,,,,12,20,60,100,0,0,0
pos_03239,288.005841,14.601613,,,,,,,,17,20,85,100,0,0,0
pos_03241,465.259436,14.567917,,,,,,,,13,20,65,100,0,0,0
pos_03242,153.980488,7.873610,,,,,,,,9,20,45,100,0,0,0
pos_03243,122.924038,14.586249,,,,,,,,5,20,25,100,0,0,0
pos_03244,132.137844,7.283613,,,,,,,,9,20,45,100,0,0,0
pos_03247,454.695937,14.578953,,,,,,,,11,20,55,100,0,0,0
pos_03248,114.928925,14.604653,,,,,,,,2,20,10,100,0,0,0
pos_03249,618.192575,14.577270,,,,,,,,4,20,20,100,0,0,0
pos_03254,332.241873,2.064217,,,,,,,,8,20,40,100,0,0,0
pos_03256,360.273088,2.060528,,,,,,,,10,20,50,100,0,0,0
pos_03257,104.070228,4.367144,3-Aminoisobutanoate;2-Amino-2-Methylpropanoate,3-Aminoisobutanoate|2-Amino-2-methylpropanoate,1A|1A,C4H9NO2|C4H9NO2,C03284|C03665,HMDB0003911|HMDB0001906,64956|6119,6,20,30,100,0,1,1
pos_03259,360.273126,1.312221,,,,,,,,12,20,60,100,0,0,0
pos_03260,258.169031,2.069063,,,,,,,,8,20,40,100,0,0,0
pos_03261,332.241863,1.318578,,,,,,,,13,20,65,100,0,0,0
pos_03262,358.257339,2.061707,,,,,,,,3,20,15,100,0,0,0
pos_03263,256.129640,1.379839,,,,,,,,3,16,15,80,0,0,0
pos_03264,316.247123,1.306753,Decanoyl-L-Carnitine,Decanoyl-L-Carnitine,1A,C17H33NO4,C03299,HMDB0000651,10245190,13,20,65,100,0,1,1
pos_03266,180.098267,2.062448,,,,,,,,3,20,15,100,0,0,0
pos_03268,310.221022,2.047726,,,,,,,,2,14,10,70,0,0,0
pos_03269,86.059754,9.871395,,,,,,,,12,20,60,100,0,0,0
pos_03271,384.272651,2.058458,,,,,,,,6,20,30,100,0,0,0
pos_03272,263.138064,2.063033,,,,,,,,4,20,20,100,0,0,0
pos_03273,358.257380,1.313275,,,,,,,,7,20,35,100,0,0,0
pos_03275,266.195253,1.392816,,,,,,,,3,19,15,95,0,0,0
pos_03279,112.086517,10.816631,,,,,,,,15,20,75,100,0,0,0
pos_03280,316.247083,2.055758,Decanoyl-L-Carnitine,Decanoyl-L-Carnitine,1A,C17H33NO4,C03299,HMDB0000651,10245190,5,20,25,100,0,1,1
pos_03281,130.085781,3.287734,,,,,,,,4,20,20,100,0,0,0
pos_03282,102.054594,4.291633,1-Aminocyclopropane-1-Carboxylate,1-Aminocyclopropane-1-Carboxylate,1A,C4H7NO2,C01234,HMDB0036458,535,9,20,45,100,0,1,1
pos_03286,234.076184,13.900135,,,,,,,,4,20,20,100,0,0,0
pos_03287,342.262657,1.351224,,,,,,,,11,20,55,100,0,0,0
pos_03288,227.124087,2.726330,,,,,,,,10,20,50,100,0,0,0
pos_03289,338.231281,1.310099,,,,,,,,2,20,10,100,0,0,0
pos_03290,154.096836,2.044740,,,,,,,,4,20,20,100,0,0,0
pos_03291,368.278514,1.296718,,,,,,,,12,20,60,100,0,0,0
pos_03293,328.246912,1.297283,,,,,,,,3,20,15,100,0,0,0
pos_03294,153.065281,1.759907,,,,,,,,8,20,40,100,0,0,0
pos_03297,247.172521,1.424388,,,,,,,,3,20,15,100,0,0,0
pos_03298,95.060007,2.489547,,,,,,,,7,20,35,100,0,0,0
pos_03300,101.059356,4.160732,,,,,,,,11,20,55,100,0,0,0
pos_03301,503.059752,4.941892,,,,,,,,8,20,40,100,0,0,0
pos_03302,234.132874,3.744846,,,,,,,,11,20,55,100,0,0,0
pos_03304,394.293730,1.240603,,,,,,,,9,20,45,100,0,0,0
pos_03306,167.082530,2.863227,,,,,,,,14,20,70,100,0,0,0
pos_03308,127.038474,4.289042,,,,,,,,3,20,15,100,0,0,0
pos_03309,751.092315,4.937259,,,,,,,,3,20,15,100,0,0,0
pos_03312,276.190922,4.424133,,,,,,,,9,20,45,100,0,0,0
pos_03314,414.319890,2.048069,,,,,,,,6,20,30,100,0,0,0
pos_03315,190.033256,4.326211,,,,,,,,3,17,15,85,0,0,0
pos_03320,258.063493,4.300283,,,,,,,,7,20,35,100,0,0,0
pos_03322,705.523825,1.161335,,,,,,,,2,20,10,100,0,0,0
pos_03326,628.074670,4.937287,,,,,,,,3,20,15,100,0,0,0
pos_03330,256.095663,3.020430,,,,,,,,2,20,10,100,0,0,0
pos_03331,438.319629,1.287880,,,,,,,,5,16,25,80,0,0,0
pos_03332,414.356214,1.230192,,,,,,,,15,20,75,100,0,0,0
pos_03333,208.044289,4.341112,,,,,,,,4,15,20,75,0,0,0
